accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0.21320367,0.11779473000000001,0.069191,-0.0036712978,-0.08476366,0.27418077,0.0,0.09998999999999114,-0.0999999999999659
0.026695350000000003,0.04261679,-0.28515200000000007,-0.0030604322,-0.07437895,0.29189587,0.0,0.09999999999999432,0.0
-0.061650693000000006,0.05374983,-0.40127000000000024,-0.015277737,-0.046890013,0.31816307,-0.10000000000000142,0.09999999999999432,-0.10002000000002909
-0.033638534,0.092715458,0.47261300000000084,-0.020164659,-0.022760837000000003,0.33465643,0.10000000000000142,0.10000000000002274,0.0
0.037349546000000004,0.07350199,0.7982250000000004,-0.031465666,-0.0001588226500000003,0.35328782000000003,0.0,0.19999999999998863,0.0
0.092057055,0.15215151000000005,0.15298700000000132,-0.006725624,0.022748623,0.36642143,0.09999999999999432,0.19999999999998863,0.0
0.17298107000000001,-0.033758244,-0.4898559999999996,-0.01100168,0.0062552625,0.37619528,0.0,0.20001000000002023,0.0
0.26659436000000003,0.111150815,-0.5102069999999994,-0.029327637,-0.0038240140999999997,0.3819984950000001,0.0,0.09998999999999114,0.0
0.25713725,0.062249243,0.6952740000000013,-0.021997253999999997,-0.0102380995,0.37680613,0.0,0.19999999999998863,-0.05000000000006821
0.1401805,0.048722005000000006,0.43909400000000076,-0.033603694,-0.035283573,0.36764315,0.10000000000000142,0.20001000000002023,0.05000000000006821
0.12425906999999999,0.11911154,-0.8406059999999993,-0.019553794,-0.0041294466,0.36947575,0.10000000000000142,0.09998999999999114,0.10002000000002909
0.28909986000000004,-0.0017956512000000002,-0.4132409999999993,-0.021386389,-0.057885587,0.36764315,0.0,0.30000000000001137,0.0
0.31435869,0.18950106,0.3660709999999998,-0.045210134000000006,-0.04383569,0.36458883,-0.10000000000000142,0.29999999999998295,-0.20002000000010867
0.19572599000000002,0.19381063000000007,0.49116850000000056,-0.026273312000000004,-0.06032905,0.3584802,-0.05000000000001137,0.20000000000001705,-0.19997999999992544
0.12294226,0.06440403,0.197280000000001,-0.012834276,-0.05360953,0.35664758,0.05000000000001137,0.29999999999998295,-0.0999999999999659
0.16855180000000003,0.0831985075,-0.6825890000000001,-0.003671298000000001,-0.0190956465,0.35603671000000003,0.10000000000000142,0.20000000000001705,0.0999999999999659
0.223498725,0.063087213,0.42951799999999984,-0.0064201913,-0.036505304,0.36245079,0.10000000000000142,0.19999999999998863,0.10000000000002274
0.20231005000000002,0.14101848,0.33374900000000096,-0.0091690848755,-0.023371702999999997,0.36092363,0.10000000000000142,0.19999999999998863,0.0999799999999027
0.06979098000000002,0.032441434000000005,-0.47548999999999886,0.0073242765,-0.031007517,0.36031276,0.0,0.20001000000002023,0.0
0.079248077,0.032321724,-0.45992799999999967,-0.012834276,0.016029106,0.35481498,0.0,0.19998999999998546,0.0
0.29855695,0.09313444500000001,0.29065399999999997,-0.020775525,0.016029106,0.33893248,0.0,0.20000000000001705,0.0
0.38474822000000003,0.10145429500000001,1.5476100000000006,-0.021386389,-0.021233673999999998,0.33038038000000003,0.09999999999999432,0.19999999999998863,0.0
0.32489316,0.1033098,0.12665100000000074,-0.011001681000000001,-0.052082367,0.31297071,0.0,0.30000000000001137,0.10000000000007958
