accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0.16472107000000002,0.062368953000000005,0.0703870000000002,-0.016499467,-0.0102381,0.18132924,0.10000000000000142,0.10000999999999749,0.0
0.21691468000000003,0.13413515500000003,0.3840275000000002,-0.007641921900000002,-0.0340618435,0.177664045,-0.10000000000000142,0.10000000000002274,0.05000000000001137
0.20362685000000003,0.041359834000000005,-0.3970804999999995,-0.0088636523,-0.05819102,0.17460973000000002,0.0,0.19999999999998863,0.05000000000001137
0.13491327,0.08762778,-0.17621600000000015,-0.0097799496,-0.06185621349999999,0.16972279999999998,0.05000000000000426,0.09998999999999114,0.0
0.023343466,0.14449008000000002,0.5324679999999997,-0.006725624,-0.058496453,0.16972279999999998,-0.05000000000000426,0.10000999999999749,-0.10000000000002274
0.017836803000000002,0.06524200000000001,0.0009550000000011494,0.002437355,-0.029174924,0.17399886,0.0,0.10000000000002274,0.0
0.049440265000000004,0.039564183,-0.743641499999999,-0.0085582195,-0.0285640565,0.177664045,-0.09999700000000189,0.19999999999998863,0.0
0.11982980000000001,0.07230489,0.21104700000000065,-0.0229135525,-0.005656610500000001,0.17949665,-0.10000299999999385,0.09998999999999114,-0.0999999999999659
0.10295067000000001,0.11480197000000002,0.6994640000000008,-0.020775523500000004,-0.0230662705,0.184078135,0.10000299999999385,0.10000999999999749,0.0999999999999659
0.012330139,0.053630119999999996,-0.5844264999999993,-0.01100168,-0.006878340000000001,0.189270485,0.0,0.10000000000002274,0.0
0.006344634000000001,0.08164227600000001,-0.6610409999999991,-0.020775525,-0.0016859858,0.18804877,0.0,0.09999999999999432,0.0
0.08248024600000001,0.13156139,0.42233500000000035,-0.026273312000000004,0.014196511,0.18621616,0.0,0.09999999999999432,0.0
0.22038627000000002,0.13994108000000002,0.10270900000000083,-0.018332064,-0.0016859858,0.18865962,0.0,0.19999999999998863,-0.19999999999998863
0.26192567000000005,0.095708213,-0.3845099999999988,-0.00275499935,-0.0300912205,0.188354195,0.0,0.10000000000002274,0.10000000000002274
0.26288335,0.094930094,-0.8992639999999987,-0.0024495665,-0.04750088,0.18194011,0.0,0.0,0.0999999999999659
0.15454572,0.07793127,0.454657000000001,-0.008252786600000001,-0.0664377035,0.178580345,0.09999700000000189,0.19999999999998863,0.19999999999998863
0.0108936176,0.1484405,0.16974700000000098,-0.0024495665,-0.07804414,0.17766404,0.10000000000000142,0.09998999999999114,0.10000000000002274
-0.015801731,0.039384618,-0.23966199999999915,0.0036590863,-0.05177694,0.18132924,0.10000000000000142,0.10000999999999749,0.0
0.036032736,0.07086837,-0.3126844999999996,-0.013750574,-0.0245934325,0.1856053,0.10000000000000142,0.10000000000002274,0.0
0.090500826,0.09564836,0.46303600000000067,-0.0061147586,0.005033532,0.18743789,0.0,0.09999999999999432,0.0
0.07817068700000002,0.14425066,0.3145959999999999,-0.015277737,0.011142185,0.19354655,0.10000299999999385,0.09999999999999432,0.0
0.06452374,0.07290344,0.10031500000000015,-0.008558219,0.0044226665,0.19843347,0.0,0.09998999999999114,0.0
0.062728083,0.05351041,0.10031500000000015,-0.018942928,0.005033532,0.19537914,0.09999700000000189,0.10000999999999749,0.10000000000002274
0.021068975000000004,0.0253186835,0.26072649999999875,-0.033298260499999996,0.0199997295,0.187743325,0.0,0.10000000000002274,0.0
0.023582886,0.15777789,-0.32226099999999924,-0.017110333000000002,0.044128906,0.1837727,0.0,0.09999999999999432,0.0
0.12030864,0.13335704,0.2655150000000006,-0.009169085,0.03985285,0.19110309,0.0,0.0,0.0999999999999659
0.16519991000000006,0.081881696,0.06559900000000063,-0.009169085,0.039241984,0.1941574,0.10000000000000142,0.19998999999998546,0.0
0.16903064,0.15179238000000003,0.16735200000000106,-0.009169085,0.03252247,0.1801075,0.0,0.10000999999999749,0.0
0.21571758000000002,0.12198458000000001,-0.09481300000000026,-0.0048930278499999995,0.0019792059,0.176747755,-0.10000000000000142,0.10000000000002274,-0.0999999999999659
0.24768016,0.018195933,0.6042940000000012,0.00029932615000000004,-0.0114598305,0.17949663500000002,0.0,0.09999999999999432,0.0
0.19428947000000002,0.038307226,0.5193000000000012,-0.008558219,-0.015125021,0.18194011,-0.09999700000000189,0.09999999999999432,-0.20000000000004547
0.080804306,0.16496049000000002,0.17932400000000115,-0.01222341,-0.043224823,0.18255097,0.0,0.09998999999999114,-0.0999999999999659
0.031244332000000003,0.03172317,0.4378970000000013,0.0006047589745,-0.01665218525,0.184383565,-0.10000299999999385,0.10000999999999749,-0.05000000000001137
0.008379706,0.08822633,-0.2959259999999997,-0.0265787435,-0.025509731,0.199655195,0.0,0.10000000000002274,-0.05000000000001137
