accX,accY,accZ,gyroX,gyroY,gyroZ,d_uncMagX,d_uncMagY,d_uncMagZ
0.07529764,0.1316811,0.5013440000000013,-0.027244594,-0.00761138,0.27359435,-0.04999999999999716,0.19999500000000126,-0.049999999999954525
0.19093759,0.142814135,-0.011014999999998665,-0.018387047500000003,-0.017079793,0.273899775,-0.04999999999999716,0.30000499999999874,-0.05000000000001137
0.29209260000000004,0.06739678000000002,-0.6029820000000008,-0.0095295015,-0.0338785855,0.27206718,0.09999999999999432,0.09998999999996272,-0.10000000000002274
0.31268275,0.047165772,0.2104480000000013,-0.01624902,-0.0741957,0.26809654,0.0,0.20001000000004865,0.0
0.19069817,0.10618285000000001,-0.23487300000000033,-0.021135941,-0.067476176,0.26626396,0.0,0.09998999999999114,0.0
0.046088383000000004,0.09816226750000001,0.5935205000000021,-0.00830777075,-0.078777185,0.26656939,0.0,0.30001000000001454,0.0
0.042736500000000004,0.08367735000000001,-0.03256399999999893,-0.013805558,-0.052815408,0.26504222,0.0,0.19998999999998546,-0.0999999999999659
0.019871874,0.08583213,-0.4587310000000002,-0.013805558,-0.041819833,0.27176175,0.10000000000000142,0.1999999999999602,0.0
0.08415619000000002,0.06607997,0.7563259999999996,-0.019303344,0.030873131,0.27359435,0.05000000000000426,0.15001000000003728,0.0
0.12066777000000001,0.13634979,0.682106000000001,-0.024190268,-0.008222245999999999,0.28031385,0.04999999999999716,0.1499900000000025,0.0
0.14532804,0.11540052,0.7084419999999998,-0.010140367,0.0015515982999999998,0.28520077,0.10000000000000142,0.10000999999999749,0.0
0.14125790000000002,0.04225766,-0.47668799999999933,-0.0015882533,-0.033878583,0.27970300000000003,0.10000000000000142,0.20000000000001705,0.0999999999999659
0.13251907,0.014245500000000001,-0.7544149999999998,-0.024801133,-0.030213393,0.27481607,0.0,0.1499949999999899,0.0
0.1210269,0.017597382,1.2507290000000015,-0.04007276,-0.0015027285000000015,0.26748568,0.0,0.24999499999995578,-0.0999999999999659
0.09313444500000001,0.2042254,0.211646,-0.033964112000000005,-0.027159069,0.26870742,-0.15000000000000568,0.10000500000003854,-0.14999999999992042
0.06979098000000002,0.007781155400000001,-1.0237629999999989,-0.012583828,0.028429668,0.27542692,-0.04999999999999716,0.19999500000000126,-0.15000000000009095
0.15646108000000003,0.029568392,-0.7496270000000003,-0.027244594,0.0027733287,0.26809654,0.0,0.10000999999999749,0.0
0.20171149000000002,0.16053122,0.27628900000000023,-0.037018437,0.032705724,0.26870742,0.0,0.20000000000001705,0.0999999999999659
0.1650802,0.19919758,1.2746710000000014,-0.015638153999999998,0.011325442,0.27298346,0.0,0.1499949999999899,0.10000000000002274
0.21092918,0.15682021000000002,-0.4982349999999993,0.0063529946,-0.021661282,0.27298346,0.0,0.15000499999999306,0.0
0.23858220000000002,-0.041539400000000004,-1.1769920000000003,0.0063529946,-0.025937337,0.27848125,0.10000000000000142,0.14999499999996146,0.10000000000002274
