,locality,label
231,0.87538016,0.0
232,0.0,0.0
233,21.514696,0.0
234,1.1529901,1.0
235,2.5403173,0.0
236,0.0,0.0
237,20.528643,0.0
238,6.1868434,1.0
239,0.37268242,0.0
240,7.22327,1.0
241,18.934614,0.0
242,0.0,0.0
243,1.2441921,1.0
244,0.0,0.0
245,5.7490325,0.0
246,11.030629,0.0
247,0.018010624,0.0
248,0.29751498,1.0
249,1.5605987,0.0
250,13.685129,0.0
251,21.292595,0.0
252,0.0,0.0
253,4.7490377,1.0
254,3.0552895,0.0
255,0.0,0.0
256,11.8507805,0.0
257,0.22898188,0.0
258,1.4410105,1.0
259,11.438721,0.0
260,13.005687,1.0
261,0.84428984,0.0
262,17.447536,0.0
263,0.86184055,1.0
264,32.661167,0.0
265,27.054358,0.0
266,11.195869,0.0
267,0.0,0.0
268,19.541555,0.0
269,2.3184543,0.0
270,1.9399519,0.0
271,25.674269,0.0
272,16.593477,0.0
273,12.146185,0.0
274,0.20437801,0.0
275,6.3231664,0.0
276,0.0,0.0
277,18.20368,0.0
278,23.079252,0.0
279,13.319804,0.0
280,5.3156114,1.0
281,24.318819,0.0
282,3.1098685,1.0
283,0.914709,0.0
284,0.0,0.0
285,19.679138,1.0
286,0.0,0.0
287,5.972797,0.0
288,6.4707417,0.0
289,2.3444448,1.0
290,6.4622583,1.0
291,2.4563382,0.0
292,0.63441557,1.0
293,21.888313,0.0
294,10.751633,0.0
295,7.283008,0.0
296,13.925931,0.0
297,1.557131,1.0
298,3.206916,1.0
299,0.2919151,0.0
300,17.437878,0.0
301,6.2640004,0.0
302,6.183035,0.0
303,0.0,0.0
304,9.195517,1.0
305,0.0,0.0
306,27.41225,0.0
307,0.0,0.0
308,6.2319226,0.0
309,3.0457904,0.0
310,0.0,0.0
311,1.8559482,1.0
312,0.0,0.0
313,24.988174,0.0
314,14.185419,0.0
315,0.0,0.0
316,2.1396682,0.0
317,18.072392,0.0
318,20.509897,0.0
319,1.3640784,1.0
320,0.0,0.0
321,3.2029843,0.0
322,4.5941825,0.0
323,0.0,0.0
324,0.0,0.0
325,0.49641475,0.0
326,13.464802,0.0
327,25.04956,1.0
328,12.86954,1.0
329,25.879387,0.0
330,22.892801,0.0
331,19.048977,0.0
332,2.5965862,0.0
333,4.777547,0.0
334,12.7102995,0.0
335,7.131166,1.0
336,20.771978,0.0
337,6.57,1.0
338,6.8724146,0.0
339,3.4189863,0.0
340,0.0,0.0
341,0.35623005,1.0
342,0.0,0.0
343,0.46308097,0.0
344,0.0,0.0
345,27.417484,0.0
346,22.362038,1.0
347,1.1658633,1.0
348,0.6256661,0.0
349,0.0,0.0
350,5.7235656,1.0
351,0.0,0.0
352,0.0,0.0
353,20.96695,0.0
354,0.0,0.0
355,4.344316,0.0
356,13.400943,0.0
357,0.0,0.0
358,18.475813,0.0
359,0.6396255,1.0
360,2.5686684,1.0
361,2.479514,0.0
362,32.79673,0.0
363,0.0,0.0
364,18.010975,0.0
365,0.0,0.0
366,0.32870883,0.0
367,2.1766567,1.0
368,2.1063073,0.0
369,32.56469,0.0
370,0.0,1.0
371,27.436186,0.0
372,29.283491,0.0
373,2.0689938,1.0
374,10.261378,0.0
375,42.871265,1.0
376,8.514783,0.0
377,1.9193193,1.0
378,22.187119,0.0
379,15.231872,1.0
380,39.108192,0.0
381,0.0,0.0
382,3.4654944,1.0
383,2.5415626,1.0
384,0.0,0.0
385,7.7494345,1.0
386,3.4007406,0.0
387,3.2180946,0.0
388,12.925443,1.0
389,0.0,0.0
390,1.3423083,1.0
391,17.203787,0.0
392,0.0,0.0
393,20.86691,0.0
394,12.521528,1.0
395,32.560463,0.0
396,17.289911,0.0
397,3.3911493,1.0
398,1.3020939,1.0
399,1.7397343,1.0
400,1.9661767,1.0
401,7.6404877,0.0
402,3.9812567,1.0
403,8.341268,0.0
404,28.120922,0.0
405,0.0,0.0
406,20.342592,0.0
407,0.0,0.0
408,0.18010622,0.0
409,5.05729,1.0
410,0.0,0.0
411,0.0,0.0
412,24.320927,0.0
413,0.0,0.0
414,0.0,0.0
415,0.0,0.0
416,15.835565,0.0
417,0.0,0.0
418,7.871769,1.0
419,3.2292585,1.0
420,1.8536711,0.0
421,14.287629,0.0
422,1.9120731,0.0
423,16.711088,0.0
424,13.466962,0.0
425,15.750451,1.0
426,13.160851,0.0
427,1.9352379,0.0
428,3.5292902,1.0
429,0.044519998,0.0
430,40.602745,0.0
431,1.3423083,1.0
432,4.228666,0.0
433,0.7926497,0.0
434,6.528372,0.0
435,0.0,0.0
436,11.256446,1.0
437,11.053074,1.0
438,0.996639,0.0
439,7.765376,1.0
440,0.0,0.0
441,30.454355,0.0
442,2.105478,0.0
443,7.9800987,1.0
444,3.3327487,1.0
445,29.851416,0.0
446,1.0338746,1.0
447,46.286263,0.0
448,5.9230833,0.0
449,2.2092154,0.0
450,3.6763487,1.0
451,11.139566,1.0
452,19.011929,0.0
453,14.925718,0.0
454,0.0,0.0
455,1.4279217,1.0
456,13.517015,0.0
457,1.3038243,0.0
458,0.64713633,0.0
459,1.0459286,0.0
460,10.600001,0.0
461,0.0,0.0
462,0.0,0.0
463,0.71691513,1.0
464,2.9198225,0.0
465,5.7817473,0.0
466,0.0,0.0
467,36.284016,1.0
468,0.0,0.0
469,8.002078,1.0
470,1.8808923,1.0
471,2.1987264,0.0
472,0.0,0.0
473,1.5087391,1.0
474,0.0,0.0
475,4.2235813,1.0
476,1.6022521,0.0
477,3.1075745,1.0
478,5.0700784,1.0
479,2.031622,0.0
480,5.5625362,0.0
481,0.0,0.0
482,0.0,0.0
483,27.830935,0.0
484,42.128983,0.0
485,0.0,0.0
486,13.436202,0.0
487,0.6137771,0.0
488,16.273203,0.0
489,14.211128,0.0
490,1.7728312,1.0
491,0.0,0.0
492,0.0,0.0
493,2.6218178,0.0
494,19.94712,1.0
495,39.575134,0.0
496,1.0275117,0.0
497,19.734303,0.0
498,12.790614,0.0
499,4.37894,0.0
500,0.083634146,1.0
501,1.548618,0.0
502,2.1873052,0.0
503,0.0,0.0
504,0.0,1.0
505,0.0,0.0
506,1.5454423,0.0
507,4.9627132,1.0
508,0.0,0.0
509,1.9766538,1.0
510,4.099507,0.0
511,0.0,0.0
512,3.7649102,0.0
513,2.7806923,1.0
514,11.808676,0.0
515,35.97562,0.0
516,0.0,0.0
517,2.7915492,0.0
518,1.6184075,1.0
519,0.0,0.0
520,36.970345,0.0
521,12.445375,0.0
522,7.147634,0.0
523,2.8197143,1.0
524,4.338095,1.0
525,1.4344045,0.0
526,1.251101,0.0
527,5.569356,1.0
528,2.855104,1.0
529,0.58739877,0.0
530,4.019599,1.0
531,7.2490053,0.0
532,18.648174,0.0
533,12.409994,0.0
534,2.810609,1.0
535,19.1397,0.0
536,1.5118375,1.0
537,46.13558,0.0
538,12.686282,0.0
539,0.0,0.0
540,0.0,0.0
541,12.772315,0.0
542,3.0489302,1.0
543,3.9115717,0.0
544,0.0,0.0
545,30.279066,0.0
546,12.301124,1.0
547,0.7895149,0.0
548,3.0621357,1.0
549,7.4019527,1.0
550,1.9766538,1.0
551,7.7734804,0.0
552,19.332838,0.0
553,36.716076,0.0
554,0.0,0.0
555,0.0,0.0
556,15.870358,0.0
557,3.4539156,0.0
558,19.109589,0.0
559,0.67439556,0.0
560,1.5903351,0.0
561,6.004703,1.0
562,0.0,0.0
563,6.3234525,0.0
564,47.10256,0.0
565,20.824675,0.0
566,23.818523,0.0
567,3.9960546,0.0
568,21.770357,0.0
569,2.8510756,1.0
570,0.0,0.0
571,0.0,0.0
572,0.041817073,0.0
573,10.89442,1.0
574,6.6908417,0.0
575,0.06647617,1.0
576,1.9308342,0.0
577,7.6727858,0.0
578,0.0,0.0
579,29.928389,0.0
580,2.9977267,1.0
581,8.131753,0.0
582,10.098331,0.0
583,24.88665,0.0
584,0.0,0.0
585,0.0,0.0
586,5.5434256,0.0
587,2.3043787,1.0
588,24.87921,0.0
589,4.1637597,0.0
590,5.562018,0.0
591,0.0,0.0
592,15.940159,0.0
593,0.0,0.0
594,23.100199,1.0
595,0.0,0.0
596,5.7879243,0.0
597,3.3961596,0.0
598,1.7133572,0.0
599,11.498455,0.0
600,0.0,1.0
601,16.106617,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,5.66672,1.0
606,0.0,1.0
607,3.18499,1.0
608,7.4866905,0.0
609,0.0,0.0
610,4.136358,0.0
611,23.709274,0.0
612,0.0,0.0
613,3.743547,1.0
614,0.0,0.0
615,2.3964784,1.0
616,2.2002666,1.0
617,2.986245,0.0
618,6.361371,1.0
619,1.3362447,0.0
620,5.2934875,1.0
621,8.047141,0.0
622,0.0,0.0
623,0.0,0.0
624,3.9876225,0.0
625,0.0,0.0
626,2.174857,0.0
627,0.49641475,0.0
628,10.198178,0.0
629,11.702511,0.0
630,7.3991356,0.0
631,0.0,0.0
632,3.043621,0.0
633,0.0,0.0
634,0.0,0.0
635,4.9908447,0.0
636,3.2051716,1.0
637,0.0,0.0
638,1.7950237,1.0
639,0.0,0.0
640,25.619362,0.0
641,2.6434581,1.0
642,23.877548,0.0
643,10.753931,0.0
644,18.94151,0.0
645,0.0,0.0
646,0.0,0.0
647,0.398455,0.0
648,4.0041804,1.0
649,3.990251,0.0
650,5.8374515,1.0
651,6.004703,1.0
652,0.0,0.0
653,2.7795565,0.0
654,4.813284,1.0
655,0.47061303,0.0
656,29.671513,0.0
657,0.04927928,0.0
658,0.0,0.0
659,0.0,0.0
660,16.026344,0.0
661,0.3789703,1.0
662,0.0,0.0
663,4.4480042,0.0
664,43.49597,0.0
665,15.871316,0.0
666,0.0,0.0
667,5.3889713,0.0
668,3.688962,1.0
669,20.013432,0.0
670,0.0,0.0
671,10.840135,0.0
672,7.274702,0.0
673,13.3534355,0.0
674,24.630718,1.0
675,1.1255268,0.0
676,9.180257,0.0
677,17.245258,0.0
678,16.52689,0.0
679,0.0,0.0
680,2.0860064,1.0
681,3.8795612,1.0
682,46.39905,0.0
683,0.0,0.0
684,22.595255,0.0
685,0.21087974,1.0
686,2.5043402,0.0
687,0.0,0.0
688,8.624165,1.0
689,6.53309,1.0
690,1.1120648,1.0
691,0.0,0.0
692,1.2178385,1.0
693,20.151274,0.0
694,31.69483,0.0
695,16.717045,0.0
696,9.991005,0.0
697,0.0,1.0
698,0.0,1.0
699,0.0,0.0
700,4.9134717,1.0
701,4.549427,0.0
702,2.8458374,1.0
703,0.0,0.0
704,0.0,0.0
705,9.990395,0.0
706,11.50865,1.0
707,0.0,0.0
708,19.727734,0.0
709,12.140831,1.0
710,10.660807,0.0
711,0.0,0.0
712,0.0,0.0
713,7.6727858,0.0
714,3.796381,0.0
715,20.580347,0.0
716,23.970585,0.0
717,19.970133,0.0
718,0.0,0.0
719,10.292333,0.0
720,32.22794,0.0
721,0.0,0.0
722,26.255127,0.0
723,8.438966,1.0
724,0.0,0.0
725,0.34565914,1.0
726,1.0024304,1.0
727,0.083634146,0.0
728,0.0,0.0
729,0.0,0.0
730,14.2561035,0.0
731,2.4726782,0.0
732,9.805374,0.0
733,27.329353,0.0
734,4.9880137,1.0
735,34.01145,0.0
736,16.01854,0.0
737,2.6699479,0.0
738,36.277306,0.0
739,23.958334,0.0
740,0.0,0.0
741,23.041094,0.0
742,0.0,0.0
743,1.7765994,1.0
744,17.895294,0.0
745,8.379809,0.0
746,10.115281,1.0
747,0.0,0.0
748,12.51381,0.0
749,3.8467958,1.0
750,8.663101,0.0
751,13.66013,1.0
752,21.996416,0.0
753,3.0803783,0.0
754,3.2624145,1.0
755,0.30915368,0.0
756,0.0,0.0
757,4.296814,1.0
758,0.077732034,0.0
759,2.0073724,0.0
760,23.193867,1.0
761,18.69235,0.0
762,4.550284,0.0
763,1.3070097,0.0
764,0.0,0.0
765,1.9536175,0.0
766,20.881578,0.0
767,1.7674798,1.0
768,0.0,0.0
769,0.0,0.0
770,17.485401,0.0
771,1.9566933,1.0
772,0.0,0.0
773,0.043862488,0.0
774,0.32088733,0.0
775,0.0,0.0
776,12.740917,0.0
777,0.0,0.0
778,0.0,0.0
779,2.419059,0.0
780,0.07447521,0.0
781,11.617172,1.0
782,4.839664,1.0
783,0.0,0.0
784,0.0,0.0
785,20.765245,0.0
786,0.062290147,0.0
787,8.825839,1.0
788,9.451629,1.0
789,0.0,0.0
790,0.0,0.0
791,0.0,0.0
792,1.252911,1.0
793,10.449298,0.0
794,7.8943233,0.0
795,0.0,0.0
796,10.040698,1.0
797,8.433547,0.0
798,19.896791,0.0
799,7.2651486,0.0
800,0.0,0.0
801,4.846317,0.0
802,1.0592984,0.0
803,0.0,0.0
804,10.618555,0.0
805,16.965086,1.0
806,1.3985051,1.0
807,32.105984,0.0
808,16.081722,0.0
809,2.1063073,0.0
810,10.074215,0.0
811,19.345171,0.0
812,0.0,0.0
813,37.096718,0.0
814,7.271045,1.0
815,0.0,0.0
816,7.8710175,1.0
817,11.854348,0.0
818,6.958723,0.0
819,4.5744452,1.0
820,0.10668491,0.0
821,2.2469547,1.0
822,31.519192,0.0
823,14.209437,0.0
824,0.0,0.0
825,0.0,0.0
826,1.3949081,0.0
827,0.0,0.0
828,11.178927,1.0
829,20.003822,0.0
830,25.379446,0.0
831,1.8658419,0.0
832,17.425262,0.0
833,10.003788,0.0
834,5.9511743,0.0
835,0.0,0.0
836,4.4779344,0.0
837,8.896518,0.0
838,0.0,0.0
839,5.0552554,1.0
840,0.0,0.0
841,2.7338343,1.0
842,1.8228512,0.0
843,0.0,0.0
844,7.359374,1.0
845,16.4997,1.0
846,0.0,0.0
847,2.0583987,0.0
848,19.804049,0.0
849,23.830301,0.0
850,3.6698415,1.0
851,19.488354,0.0
852,0.64729834,0.0
853,2.626388,0.0
854,14.109995,1.0
855,5.036225,1.0
856,7.33556,0.0
857,4.550284,0.0
858,0.0,1.0
859,19.983517,0.0
860,0.0,0.0
861,10.633316,0.0
862,0.0,0.0
863,2.3690686,0.0
864,6.2388268,0.0
865,0.58122844,0.0
866,10.255045,1.0
867,10.572882,0.0
868,0.0,1.0
869,29.181084,0.0
870,0.0,0.0
871,0.0,0.0
872,23.748337,0.0
873,1.3807794,1.0
874,4.4733906,0.0
875,20.501707,0.0
876,36.400467,0.0
877,12.282435,0.0
878,6.84659,1.0
879,18.685368,0.0
880,15.659914,0.0
881,0.49133137,0.0
882,0.0,0.0
883,6.061341,1.0
884,0.0,0.0
885,1.34115,0.0
886,7.8216457,1.0
887,2.3175092,0.0
888,0.0,0.0
889,7.765376,1.0
890,0.0,0.0
891,0.0,0.0
892,7.0452166,0.0
893,35.941475,0.0
894,2.545869,1.0
895,22.262928,0.0
896,0.0,0.0
897,5.769626,0.0
898,0.52497137,1.0
899,1.2928247,1.0
900,2.8100321,0.0
901,1.2928247,1.0
902,19.724993,0.0
903,0.0,0.0
904,27.149853,0.0
905,6.748213,0.0
906,17.629454,0.0
907,0.0,0.0
908,0.0,0.0
909,32.876072,0.0
910,0.0,0.0
911,7.4587016,0.0
912,4.0004478,0.0
913,0.0,0.0
914,0.16778974,0.0
915,11.773355,1.0
916,2.031622,0.0
917,0.0,0.0
918,1.9365963,0.0
919,5.662287,0.0
920,0.0,0.0
921,2.766319,0.0
922,0.0,1.0
923,8.023954,0.0
924,0.0,0.0
925,0.39486715,0.0
926,21.455925,0.0
927,6.9384246,1.0
928,6.326115,0.0
929,1.5553248,0.0
930,2.17933,0.0
931,44.945637,0.0
932,1.5045909,1.0
933,0.0,1.0
934,7.1670933,0.0
935,0.0,0.0
936,11.819491,1.0
937,3.6698415,1.0
938,0.0,0.0
939,12.136266,0.0
940,10.637138,0.0
941,2.477222,0.0
942,0.0,0.0
943,7.1199856,0.0
944,0.0,0.0
945,0.71691513,1.0
946,0.0,0.0
947,24.827543,0.0
948,15.750001,1.0
949,4.4341307,0.0
950,15.052842,0.0
951,20.720354,0.0
952,13.252204,0.0
953,27.117786,0.0
954,0.0,0.0
955,2.2560446,1.0
956,2.855104,0.0
957,0.0,0.0
958,0.0,0.0
959,1.1359185,1.0
960,2.2872734,0.0
961,1.0741402,0.0
962,2.9918208,0.0
963,0.0,0.0
964,3.596667,0.0
965,6.9987054,1.0
966,15.415437,0.0
967,29.33206,0.0
968,2.3837228,0.0
969,0.0,0.0
970,3.9627395,0.0
971,24.902136,0.0
972,2.147095,0.0
973,2.6712782,0.0
974,44.815163,0.0
975,6.6056843,1.0
976,2.2623687,1.0
977,0.0,0.0
978,0.0,0.0
979,0.0,0.0
980,0.0,0.0
981,3.6460052,1.0
982,24.788702,0.0
983,11.617172,1.0
984,0.0,0.0
985,33.73816,0.0
986,1.7567004,1.0
987,40.953007,0.0
988,3.4722502,1.0
989,3.5367594,1.0
990,7.883077,0.0
991,0.0,0.0
992,47.25665,0.0
993,21.126657,0.0
994,9.372269,1.0
995,0.0,0.0
996,0.0,0.0
997,0.0,0.0
998,0.0,0.0
999,0.4372118,0.0
