beat,timestamp_m,locLat,locLon,accX,accY,accZ,gyroX,gyroY,gyroZ,uncMagX,uncMagY,unMagZ,verticalDistance,horizontalDistance
1614316231,1614316231640.0,50.529671,14.0708578,0.39743748,1.2689268999999999,-9.5492735,0.00037873536,0.0041783163,-3.664428e-05,-16.0,170.3,-303.9,0.0,0.0
1614316232,1614316232493.0,50.529666999999996,14.0708549,0.4309563,1.2725182,-9.750386,0.0009896010000000001,0.0041783163,-0.00034207663999999996,-15.7,170.6,-303.9,0.0,0.0
1614316233,1614316233501.0,50.5296657,14.070852800000003,0.45010993,1.2808979,-9.773131,0.0016004648,0.0060109124,-0.00034207663999999996,-14.9,170.3,-303.0,0.0,0.0
1614316234,1614316234500.0,50.529664600000004,14.070851199999998,0.44651863,1.2629413999999999,-9.662998,0.00037873536,-0.0019303360000000002,-0.0009529422999999999,-14.7,172.0,-304.3,0.0,0.0
1614316235,1614316235491.0,50.529663799999994,14.0708505,0.42916065000000003,1.2593501,-9.704897,0.0006841681800000001,-0.0019303360000000002,-0.00034207663999999996,-13.7,180.1,-305.0,0.0,0.0
1614316236,1614316236492.5,50.5296632,14.07085,0.45370123,1.2545617,-9.745597499999999,0.00037873536,-0.0013194703,-0.00034207663999999996,-13.5,189.8,-301.9,0.0,0.0
1614316237,1614316237501.0,50.529662200000004,14.0708499,0.39983168,1.2856863,-9.683349,0.0009896010000000001,-0.011093315,-0.00034207663999999996,-13.299999,195.6,-298.3,0.0,0.0
1614316238,1614316238501.0,50.529661700000005,14.0708494,0.48003745,1.2306197,-9.704897,0.0016004648,0.01273043,-0.00034207663999999996,-14.299999,185.0,-303.19998,0.0,0.0
1614316239,1614316239492.0,50.529661,14.070848499999999,0.48961425,1.3120226000000001,-9.680955,0.00037873536,-0.023921484,-0.0009529422999999999,-14.799999,175.2,-304.4,0.0,0.0
1614316240,1614316240501.0,50.5296599,14.0708473,0.4345476,1.2605472,-9.677363,0.0009896010000000001,-0.008649854,-0.0009529422999999999,-14.799999,173.7,-304.09997999999996,0.0,0.0
1614316241,1614316241503.0,50.529659,14.0708462,0.45729253,1.2629413999999999,-9.625888,0.0022113305,0.0023457207999999998,-0.00034207663999999996,-15.299999,173.90001,-305.09997999999996,0.0,0.0
1614316242,1614316242501.0,50.5296579,14.0708457,0.36511576,1.2354081000000001,-9.702502,0.00037873536,-0.0019303360000000002,-0.0009529422999999999,-14.9,173.7,-304.8,0.0,0.0
1614316243,1614316243501.0,50.5296579,14.0708457,0.35793316,1.282095,-9.706094,0.0009896010000000001,-0.0019303360000000002,-0.0009529422999999999,-14.099998999999999,173.5,-305.0,0.0,0.0
1614316244,1614316244501.0,50.5296569,14.070843799999999,0.39504328,1.2318168,-9.758766,0.0009896010000000001,0.0029565859999999998,-0.0009529422999999999,-13.9,173.40001,-305.09997999999996,0.0,0.0
1614316245,1614316245503.0,50.5296568,14.0708435,0.4189853,1.2437878,-9.682152,0.0009896010000000001,0.0035674514000000003,-0.00034207663999999996,-13.7,173.2,-304.69998,0.0,0.0
1614316246,1614316246500.0,50.5296569,14.070843,0.49679685,1.2138603000000001,-9.775525,0.00037873536,0.0011239904,-0.00034207663999999996,-14.099998999999999,173.5,-305.3,0.0,0.0
1614316247,1614316247493.0,50.5296572,14.0708429,0.45968673,1.2725182,-9.765948,0.00037873536,0.0060109124,-0.00034207663999999996,-13.5,173.1,-304.5,0.0,0.0
1614316248,1614316248493.0,50.5296577,14.0708423,0.44173019999999996,1.2342110000000002,-9.689333999999999,0.00037873536,0.0041783163,0.00026878807999999995,-13.799999,173.1,-304.8,0.0,0.0
1614316249,1614316249492.0,50.52965510000001,14.0708462,0.50637364,1.2641385,-9.67018,0.0009896010000000001,-0.0068172575,-0.0009529422999999999,-13.799999,173.3,-304.69998,0.0,0.0
1614316250,1614316250502.0,50.529653100000004,14.070848300000002,0.4357447,1.2916718999999999,-9.657013000000001,0.00037873536,-0.008955286,-0.00064750947,-14.4,173.3,-305.0,0.0,0.0
1614316251,1614316251501.0,50.5296519,14.070849800000001,0.39983168,1.292869,-9.672575,0.00037873536,0.0011239904,-0.0009529422999999999,-14.5,173.5,-305.59997999999996,0.0,0.0
1614316252,1614316252493.0,50.5296517,14.070850199999997,0.46567222,1.30484,-9.697714,0.00037873536,-0.008649854,-0.0009529422999999999,-15.4,173.90001,-305.5,0.0,0.0
1614316253,1614316253492.0,50.529651799999996,14.070850400000001,0.46686932,1.3060371000000002,-9.7863,0.0016004648,-0.006206393,-0.0009529422999999999,-15.299999,174.1,-305.4,0.0,0.0
1614316254,1614316254501.0,50.5296519,14.0708505,0.45010993,1.282095,-9.706094,0.00037873536,-0.0019303360000000002,-0.00034207663999999996,-15.099998999999999,173.90001,-305.5,0.0,0.0
1614316255,1614316255500.0,50.529652,14.0708506,0.40102878,1.3024458,-9.679757,0.00037873536,0.004789182,-0.00034207663999999996,-14.9,173.6,-304.4,0.0,0.0
1614316256,1614316256501.0,50.529652,14.0708506,0.4249708,1.2904748,-9.767146,-0.00023213029,0.004789182,-0.0015638070000000002,-14.2,173.6,-304.8,0.0,0.0
1614316257,1614316257493.0,50.529652,14.070850699999998,0.46447513,1.2988545,-9.80665,0.0016004648,0.0005131252,-0.0009529422999999999,-14.099998999999999,173.40001,-304.4,0.0,0.0
1614316258,1614316258501.0,50.529652,14.070850699999998,0.48243165,1.2617443000000002,-9.691728999999999,0.0009896010000000001,-0.0135367755,-0.0009529422999999999,-14.299999,173.40001,-304.9,0.0,0.0
1614316259,1614316259501.0,50.529652,14.070850699999998,0.42975920000000006,1.2557588,-9.667786999999999,0.00037873536,-0.0031520664,-0.00034207663999999996,-14.4,173.5,-304.8,0.0,0.0
1614316260,1614316260501.0,50.529652,14.070850699999998,0.5566519,1.2413936,-9.726444,-0.00023213029,0.0072326427,-0.00034207663999999996,-14.4,173.5,-305.19998,0.0,0.0
1614316261,1614316261501.0,50.529652,14.070850699999998,0.42018240000000007,1.2749124,-9.768343,0.00037873536,-0.007428123000000001,-0.0009529422999999999,-14.5,173.6,-305.4,0.0,0.0
1614316262,1614316262501.0,50.529652,14.070850699999998,0.51714754,1.2665327,-9.822212,0.0009896010000000001,0.010897833999999999,-0.00034207663999999996,-14.299999,173.40001,-305.09997999999996,0.0,0.0
1614316263,1614316263494.0,50.529652,14.070850699999998,0.4165911,1.2533646,-9.788692999999999,0.0016004648,-0.01292591,-0.0009529422999999999,-14.0,173.1,-304.20599999999996,0.0,0.0
1614316264,1614316264500.0,50.529652,14.070850699999998,0.50038815,1.3108255,-9.751583,0.0016004648,-0.0031520664,-0.0009529422999999999,-14.4,173.3,-304.9,0.0,0.0
1614316265,1614316265502.0,50.529652,14.070850699999998,0.32441434,1.3036428999999998,-9.653421,-0.00023213029,-0.0043737967,-0.00034207663999999996,-14.599998999999999,173.7,-305.69998,0.0,0.0
1614316266,1614316266501.0,50.529652,14.070850699999998,0.45968673,1.2737153,-9.702502,-0.00023213029,-0.009260718000000001,-0.0009529422999999999,-14.599998999999999,173.7,-305.69998,0.0,0.0
1614316267,1614316267503.0,50.529652,14.070850699999998,0.35673606,1.3132197,-9.689333999999999,-0.00023213029,-0.008038988,-0.00034207663999999996,-14.5,173.6,-305.09997999999996,0.0,0.0
1614316268,1614316268494.0,50.529652,14.070850699999998,0.4441244000000001,1.2605472,-9.79827,0.00037873536,0.008454373000000001,-0.0009529422999999999,-14.4,173.40001,-304.69998,0.0,0.0
1614316269,1614316269503.0,50.529652,14.070850699999998,0.39025488,1.2761095,-9.753978,0.0009896010000000001,-0.0007086055999999999,-0.00034207663999999996,-14.5,173.40001,-304.5,0.0,0.0
1614316270,1614316270491.0,50.529652,14.070850699999998,0.40701428,1.2366052,-9.779117,0.0016004648,0.0029565859999999998,-0.00034207663999999996,-14.299999,173.40001,-304.69998,0.0,0.0
1614316271,1614316271501.0,50.529652,14.070850699999998,0.36391866,1.2593501,-9.797073,0.0009896010000000001,-0.009260718000000001,-0.0009529422999999999,-14.7,173.7,-305.3,0.0,0.0
1614316272,1614316272261.0,50.529652,14.070850699999998,0.45370123,1.2006921999999998,-9.812635,0.0016004648,-0.036138788,-0.0009529422999999999,-14.7,173.7,-305.3,0.0,0.0
