,time,ftime,type,location_type,location
314,1606956938,03.12 01:55:38,nakládka,budova,Hala schlosser
315,1606957001,03.12 01:56:41,vykládka,,
316,1606957025,03.12 01:57:05,nakládka,budova,Hala schlosser
317,1606957078,03.12 01:57:58,vykládka,,
2626,1606957088,03.12 01:58:08,operace,stroj/umisteni,B-06-01-01/B-01-01-11
2627,1606957178,03.12 01:59:38,operace,stroj/umisteni,B-06-01-01/B-01-01-11
318,1606957322,03.12 02:02:02,nakládka,budova,Hala schlosser
319,1606957372,03.12 02:02:52,vykládka,,
320,1606957397,03.12 02:03:17,nakládka,budova,Hala schlosser
321,1606957459,03.12 02:04:19,vykládka,,
322,1606957497,03.12 02:04:57,nakládka,budova,Hala schlosser
2628,1606957552,03.12 02:05:52,operace,stroj/umisteni,B-06-01-01/B-01-01-11
323,1606957621,03.12 02:07:01,vykládka,sklad,A-01-03-01
324,1606957766,03.12 02:09:26,nakládka,,
325,1606957795,03.12 02:09:55,vykládka,,
326,1606957816,03.12 02:10:16,nakládka,,
327,1606957911,03.12 02:11:51,vykládka,sklad,A-01-03-01
328,1606957951,03.12 02:12:31,nakládka,,
329,1606958045,03.12 02:14:05,vykládka,sklad,A-01-03-01
330,1606958086,03.12 02:14:46,nakládka,budova,Hala schlosser
331,1606958184,03.12 02:16:24,vykládka,sklad,A-01-03-01
332,1606958224,03.12 02:17:04,nakládka,budova,Hala schlosser
333,1606958312,03.12 02:18:32,vykládka,sklad,A-01-03-01
2629,1606958504,03.12 02:21:44,operace,stroj/umisteni,B-06-01-01/B-01-01-11
334,1606958545,03.12 02:22:25,nakládka,budova,Hala schlosser
335,1606958634,03.12 02:23:54,vykládka,sklad,A-01-03-01
2630,1606958678,03.12 02:24:38,operace,stroj/umisteni,B-06-01-01/B-01-01-11
336,1606958686,03.12 02:24:46,nakládka,budova,Hala schlosser
2631,1606958742,03.12 02:25:42,operace,stroj/umisteni,B-06-01-01/B-01-01-11
337,1606958773,03.12 02:26:13,vykládka,sklad,A-01-03-01
2632,1606958812,03.12 02:26:52,operace,stroj/umisteni,B-06-01-01/B-01-01-11
338,1606958813,03.12 02:26:53,nakládka,budova,Hala schlosser
339,1606958891,03.12 02:28:11,vykládka,sklad,A-01-03-01
340,1606958930,03.12 02:28:50,nakládka,budova,Hala schlosser
341,1606959014,03.12 02:30:14,vykládka,sklad,A-01-03-01
342,1606959053,03.12 02:30:53,nakládka,budova,Hala schlosser
343,1606959138,03.12 02:32:18,vykládka,sklad,A-01-03-01
344,1606959181,03.12 02:33:01,nakládka,budova,Hala schlosser
345,1606959276,03.12 02:34:36,vykládka,sklad,A-01-03-01
346,1606959361,03.12 02:36:01,nakládka,sklad,Sklad XXX palet
347,1606959437,03.12 02:37:17,vykládka,,
348,1606959472,03.12 02:37:52,nakládka,sklad,Sklad XXX palet
349,1606959543,03.12 02:39:03,vykládka,,
350,1606959562,03.12 02:39:22,nakládka,budova,Hala schlosser
351,1606959635,03.12 02:40:35,vykládka,sklad,A-01-03-01
352,1606959672,03.12 02:41:12,nakládka,budova,Hala schlosser
353,1606959750,03.12 02:42:30,vykládka,sklad,A-01-03-01
354,1606959954,03.12 02:45:54,nakládka,budova,Hala schlosser
355,1606960035,03.12 02:47:15,vykládka,sklad,A-01-03-01
356,1606960073,03.12 02:47:53,nakládka,budova,Hala schlosser
2633,1606960116,03.12 02:48:36,operace,stroj/umisteni,B-06-01-01/B-01-01-11
357,1606960171,03.12 02:49:31,vykládka,sklad,A-01-03-01
358,1606960215,03.12 02:50:15,nakládka,budova,Hala schlosser
2634,1606960264,03.12 02:51:04,operace,stroj/umisteni,B-06-01-01/B-01-01-11
359,1606960293,03.12 02:51:33,vykládka,sklad,A-01-03-01
360,1606960334,03.12 02:52:14,nakládka,budova,Hala schlosser
2635,1606960336,03.12 02:52:16,operace,stroj/umisteni,B-06-01-01/B-01-01-11
2636,1606960418,03.12 02:53:38,operace,stroj/umisteni,B-06-01-01/B-01-01-11
361,1606960434,03.12 02:53:54,vykládka,sklad,A-01-03-01
362,1606960466,03.12 02:54:26,nakládka,budova,Hala schlosser
2637,1606960488,03.12 02:54:48,operace,stroj/umisteni,B-06-01-01/B-01-01-11
363,1606960552,03.12 02:55:52,vykládka,sklad,A-01-03-01
2638,1606960556,03.12 02:55:56,operace,stroj/umisteni,B-06-01-01/B-01-01-11
364,1606960576,03.12 02:56:16,nakládka,,
365,1606960584,03.12 02:56:24,vykládka,,
2639,1606960648,03.12 02:57:28,operace,stroj/umisteni,B-06-01-01/B-01-01-11
366,1606960919,03.12 03:01:59,nakládka,budova,Hala schlosser
2640,1606960946,03.12 03:02:26,operace,stroj/umisteni,B-06-01-01/B-01-01-11
367,1606961034,03.12 03:03:54,vykládka,sklad,A-01-03-01
2641,1606961038,03.12 03:03:58,operace,stroj/umisteni,B-06-01-01/B-01-01-11
368,1606961077,03.12 03:04:37,nakládka,budova,Hala schlosser
2642,1606961116,03.12 03:05:16,operace,stroj/umisteni,B-06-01-01/B-01-01-11
369,1606961168,03.12 03:06:08,vykládka,sklad,A-01-03-01
370,1606961211,03.12 03:06:51,nakládka,budova,Hala schlosser
371,1606961294,03.12 03:08:14,vykládka,sklad,A-01-03-01
372,1606961339,03.12 03:08:59,nakládka,budova,Hala schlosser
373,1606961431,03.12 03:10:31,vykládka,sklad,A-01-03-01
2643,1606961432,03.12 03:10:32,operace,stroj/umisteni,B-06-01-01/A-01-03-01
374,1606961552,03.12 03:12:32,nakládka,budova,Hala schlosser
2644,1606961574,03.12 03:12:54,operace,stroj/umisteni,B-06-01-01/A-01-03-01
375,1606961642,03.12 03:14:02,vykládka,sklad,A-01-03-01
376,1606961680,03.12 03:14:40,nakládka,budova,Hala schlosser
2645,1606961704,03.12 03:15:04,operace,stroj/umisteni,B-06-01-01/A-01-03-01
377,1606961759,03.12 03:15:59,vykládka,sklad,A-01-03-01
378,1606961848,03.12 03:17:28,nakládka,budova,Hala schlosser
2646,1606961850,03.12 03:17:30,operace,stroj/umisteni,B-06-01-01/A-01-03-01
379,1606961936,03.12 03:18:56,vykládka,sklad,A-01-03-01
380,1606961974,03.12 03:19:34,nakládka,budova,Hala schlosser
381,1606962059,03.12 03:20:59,vykládka,sklad,A-01-03-01
2647,1606962167,03.12 03:22:47,operace,stroj/umisteni,B-06-01-01/A-01-03-01
382,1606962246,03.12 03:24:06,nakládka,sklad,Sklad XXX palet
2648,1606962307,03.12 03:25:07,operace,stroj/umisteni,B-06-01-01/A-01-03-01
383,1606962369,03.12 03:26:09,vykládka,,
384,1606962404,03.12 03:26:44,nakládka,sklad,Sklad XXX palet
2649,1606962436,03.12 03:27:16,operace,stroj/umisteni,B-06-01-01/A-01-03-01
385,1606962524,03.12 03:28:44,vykládka,,
2650,1606962559,03.12 03:29:19,operace,stroj/umisteni,B-06-01-01/A-01-03-01
386,1606962664,03.12 03:31:04,nakládka,budova,Hala schlosser
2651,1606962673,03.12 03:31:13,operace,stroj/umisteni,B-06-01-01/A-01-03-01
387,1606962760,03.12 03:32:40,vykládka,sklad,A-01-03-01
388,1606962803,03.12 03:33:23,nakládka,budova,Hala schlosser
2652,1606962803,03.12 03:33:23,operace,stroj/umisteni,B-06-01-01/A-01-03-01
389,1606962877,03.12 03:34:37,vykládka,,
390,1606962916,03.12 03:35:16,nakládka,budova,Hala schlosser
391,1606962996,03.12 03:36:36,vykládka,sklad,A-01-03-01
392,1606963089,03.12 03:38:09,nakládka,sklad,Sklad XXX palet
393,1606963180,03.12 03:39:40,vykládka,,
2653,1606963181,03.12 03:39:41,operace,stroj/umisteni,B-06-01-01/A-01-03-01
394,1606963213,03.12 03:40:13,nakládka,,
2654,1606963291,03.12 03:41:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
395,1606963293,03.12 03:41:33,vykládka,,
396,1606963313,03.12 03:41:53,nakládka,budova,Hala schlosser
397,1606963393,03.12 03:43:13,vykládka,,
398,1606963441,03.12 03:44:01,nakládka,budova,Hala schlosser
399,1606963543,03.12 03:45:43,vykládka,sklad,A-01-03-01
2655,1606963576,03.12 03:46:16,operace,stroj/umisteni,B-06-01-01/A-01-03-01
400,1606963583,03.12 03:46:23,nakládka,budova,Hala schlosser
401,1606963652,03.12 03:47:32,vykládka,,
2656,1606963696,03.12 03:48:16,operace,stroj/umisteni,B-06-01-01/A-01-03-01
402,1606963822,03.12 03:50:22,nakládka,budova,Hala schlosser
2657,1606963834,03.12 03:50:34,operace,stroj/umisteni,B-06-01-01/A-01-03-01
403,1606963899,03.12 03:51:39,vykládka,sklad,A-01-03-01
404,1606963936,03.12 03:52:16,nakládka,budova,Hala schlosser
2658,1606963968,03.12 03:52:48,operace,stroj/umisteni,B-06-01-01/A-01-03-01
405,1606964015,03.12 03:53:35,vykládka,sklad,A-01-03-01
406,1606964053,03.12 03:54:13,nakládka,,
2659,1606964087,03.12 03:54:47,operace,stroj/umisteni,B-06-01-01/A-01-03-01
407,1606964136,03.12 03:55:36,vykládka,sklad,A-01-03-01
408,1606964389,03.12 03:59:49,nakládka,budova,Hala schlosser
409,1606964467,03.12 04:01:07,vykládka,sklad,A-01-03-01
410,1606964517,03.12 04:01:57,nakládka,budova,Hala schlosser
2660,1606964544,03.12 04:02:24,operace,stroj/umisteni,B-06-01-01/A-01-03-01
411,1606964595,03.12 04:03:15,vykládka,sklad,A-01-03-01
412,1606964633,03.12 04:03:53,nakládka,budova,Hala schlosser
413,1606964710,03.12 04:05:10,vykládka,sklad,A-01-03-01
2661,1606964721,03.12 04:05:21,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2662,1606964832,03.12 04:07:12,operace,stroj/umisteni,B-06-01-01/A-01-03-01
414,1606964968,03.12 04:09:28,nakládka,budova,Hala schlosser
2663,1606964987,03.12 04:09:47,operace,stroj/umisteni,B-06-01-01/A-01-03-01
415,1606965058,03.12 04:10:58,vykládka,sklad,A-01-03-01
416,1606965102,03.12 04:11:42,nakládka,budova,Hala schlosser
2664,1606965149,03.12 04:12:29,operace,stroj/umisteni,B-06-01-01/A-01-03-01
417,1606965175,03.12 04:12:55,vykládka,sklad,A-01-03-01
418,1606965250,03.12 04:14:10,nakládka,budova,Hala schlosser
2665,1606965303,03.12 04:15:03,operace,stroj/umisteni,B-06-01-01/A-01-03-01
419,1606965334,03.12 04:15:34,vykládka,sklad,A-01-03-01
420,1606965372,03.12 04:16:12,nakládka,budova,Hala schlosser
421,1606965450,03.12 04:17:30,vykládka,sklad,A-01-03-01
2666,1606965469,03.12 04:17:49,operace,stroj/umisteni,B-06-01-01/A-01-03-01
422,1606965530,03.12 04:18:50,nakládka,,
2667,1606965597,03.12 04:19:57,operace,stroj/umisteni,B-06-01-01/A-01-03-01
423,1606965620,03.12 04:20:20,vykládka,sklad,A-01-03-01
424,1606965660,03.12 04:21:00,nakládka,budova,Hala schlosser
425,1606965729,03.12 04:22:09,vykládka,sklad,A-01-03-01
426,1606965836,03.12 04:23:56,nakládka,budova,Hala schlosser
427,1606965915,03.12 04:25:15,vykládka,sklad,A-01-03-01
428,1606966240,03.12 04:30:40,nakládka,budova,Hala schlosser
2668,1606966286,03.12 04:31:26,operace,stroj/umisteni,B-06-01-01/A-01-03-01
429,1606966328,03.12 04:32:08,vykládka,sklad,A-01-03-01
430,1606966381,03.12 04:33:01,nakládka,,
2669,1606966424,03.12 04:33:44,operace,stroj/umisteni,B-06-01-01/A-01-03-01
431,1606966475,03.12 04:34:35,vykládka,sklad,A-01-03-01
432,1606966518,03.12 04:35:18,nakládka,budova,Hala schlosser
2670,1606966536,03.12 04:35:36,operace,stroj/umisteni,B-06-01-01/A-01-03-01
433,1606966606,03.12 04:36:46,vykládka,sklad,A-01-03-01
434,1606966673,03.12 04:37:53,nakládka,budova,Hala schlosser
435,1606966770,03.12 04:39:30,vykládka,,
2671,1606966931,03.12 04:42:11,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2672,1606967062,03.12 04:44:22,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2673,1606967203,03.12 04:46:43,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2674,1606967444,03.12 04:50:44,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2675,1606967557,03.12 04:52:37,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2676,1606967672,03.12 04:54:32,operace,stroj/umisteni,B-06-01-01/A-01-03-01
436,1606967726,03.12 04:55:26,nakládka,budova,Hala schlosser
437,1606967814,03.12 04:56:54,vykládka,,
438,1606967850,03.12 04:57:30,nakládka,budova,Hala schlosser
439,1606967932,03.12 04:58:52,vykládka,sklad,A-01-03-01
440,1606967964,03.12 04:59:24,nakládka,budova,Hala schlosser
2677,1606968030,03.12 05:00:30,operace,stroj/umisteni,B-06-01-01/A-01-03-01
441,1606968043,03.12 05:00:43,vykládka,sklad,A-01-03-01
442,1606968085,03.12 05:01:25,nakládka,budova,Hala schlosser
2678,1606968135,03.12 05:02:15,operace,stroj/umisteni,B-06-01-01/A-01-03-01
443,1606968151,03.12 05:02:31,vykládka,,
444,1606968184,03.12 05:03:04,nakládka,budova,Hala schlosser
2679,1606968254,03.12 05:04:14,operace,stroj/umisteni,B-06-01-01/A-01-03-01
445,1606968259,03.12 05:04:19,vykládka,sklad,B04
446,1606968327,03.12 05:05:27,nakládka,budova,Hala schlosser
447,1606968408,03.12 05:06:48,vykládka,sklad,B04
448,1606968441,03.12 05:07:21,nakládka,budova,Hala schlosser
449,1606968522,03.12 05:08:42,vykládka,sklad,B04
450,1606968555,03.12 05:09:15,nakládka,budova,Hala schlosser
2680,1606968591,03.12 05:09:51,operace,stroj/umisteni,B-06-01-01/A-01-03-01
451,1606968621,03.12 05:10:21,vykládka,,
452,1606968655,03.12 05:10:55,nakládka,budova,Hala schlosser
2681,1606968723,03.12 05:12:03,operace,stroj/umisteni,B-06-01-01/A-01-03-01
453,1606968735,03.12 05:12:15,vykládka,sklad,B04
454,1606968772,03.12 05:12:52,nakládka,budova,Hala schlosser
455,1606968849,03.12 05:14:09,vykládka,,
2682,1606968873,03.12 05:14:33,operace,stroj/umisteni,B-06-01-01/A-01-03-01
456,1606968885,03.12 05:14:45,nakládka,budova,Hala schlosser
457,1606968970,03.12 05:16:10,vykládka,,
2683,1606968993,03.12 05:16:33,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2684,1606969149,03.12 05:19:09,operace,stroj/umisteni,B-06-01-01/A-01-03-01
458,1606969292,03.12 05:21:32,nakládka,budova,Hala schlosser
2685,1606969329,03.12 05:22:09,operace,stroj/umisteni,B-06-01-01/A-01-03-01
459,1606969363,03.12 05:22:43,vykládka,sklad,A-01-03-01
460,1606969398,03.12 05:23:18,nakládka,budova,Hala schlosser
2686,1606969459,03.12 05:24:19,operace,stroj/umisteni,B-06-01-01/A-01-03-01
461,1606969500,03.12 05:25:00,vykládka,,
462,1606969591,03.12 05:26:31,nakládka,budova,Hala schlosser
463,1606969683,03.12 05:28:03,vykládka,sklad,A-01-03-01
464,1606969717,03.12 05:28:37,nakládka,budova,Hala schlosser
465,1606969795,03.12 05:29:55,vykládka,sklad,B04
2687,1606969865,03.12 05:31:05,operace,stroj/umisteni,B-06-01-01/A-01-03-01
466,1606969987,03.12 05:33:07,nakládka,,
2688,1606970010,03.12 05:33:30,operace,stroj/umisteni,B-06-01-01/A-01-03-01
467,1606970014,03.12 05:33:34,vykládka,,
468,1606970017,03.12 05:33:37,nakládka,,
469,1606970098,03.12 05:34:58,vykládka,,
2689,1606970139,03.12 05:35:39,operace,stroj/umisteni,B-06-01-01/A-01-03-01
470,1606970148,03.12 05:35:48,nakládka,budova,Hala schlosser
471,1606970161,03.12 05:36:01,vykládka,,
472,1606970175,03.12 05:36:15,nakládka,budova,Hala schlosser
473,1606970238,03.12 05:37:18,vykládka,,
474,1606970271,03.12 05:37:51,nakládka,budova,Hala schlosser
475,1606970349,03.12 05:39:09,vykládka,sklad,A-01-03-01
476,1606970379,03.12 05:39:39,nakládka,budova,Hala schlosser
477,1606970455,03.12 05:40:55,vykládka,sklad,A-01-03-01
478,1606970488,03.12 05:41:28,nakládka,budova,Hala schlosser
479,1606970572,03.12 05:42:52,vykládka,sklad,A-01-03-01
480,1606970689,03.12 05:44:49,nakládka,budova,Hala schlosser
481,1606970754,03.12 05:45:54,vykládka,,
482,1606970782,03.12 05:46:22,nakládka,budova,Hala schlosser
483,1606970859,03.12 05:47:39,vykládka,sklad,B04
2690,1606971345,03.12 05:55:45,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2691,1606971467,03.12 05:57:47,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2692,1606971583,03.12 05:59:43,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2693,1606971704,03.12 06:01:44,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2694,1606971801,03.12 06:03:21,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2695,1606971959,03.12 06:05:59,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2696,1606972059,03.12 06:07:39,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2697,1606972174,03.12 06:09:34,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2698,1606972274,03.12 06:11:14,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2699,1606972391,03.12 06:13:11,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2700,1606972507,03.12 06:15:07,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2701,1606972913,03.12 06:21:53,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2702,1606973200,03.12 06:26:40,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2703,1606973260,03.12 06:27:40,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2704,1606973338,03.12 06:28:58,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2705,1606973793,03.12 06:36:33,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2706,1606973890,03.12 06:38:10,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2707,1606973998,03.12 06:39:58,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2708,1606974106,03.12 06:41:46,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2709,1606974304,03.12 06:45:04,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2710,1606974399,03.12 06:46:39,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2711,1606974781,03.12 06:53:01,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2712,1606974895,03.12 06:54:55,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2713,1606975020,03.12 06:57:00,operace,stroj/umisteni,B-06-01-01/A-01-03-01
484,1607031780,03.12 22:43:00,nakládka,budova,Hala schlosser
485,1607031843,03.12 22:44:03,vykládka,sklad,B-01 01-07
486,1607031864,03.12 22:44:24,nakládka,budova,Hala schlosser
487,1607031911,03.12 22:45:11,vykládka,sklad,B-01 01-07
488,1607031925,03.12 22:45:25,nakládka,budova,Hala schlosser
489,1607031979,03.12 22:46:19,vykládka,sklad,B-01 01-07
490,1607032367,03.12 22:52:47,nakládka,budova,Hala schlosser
491,1607032458,03.12 22:54:18,vykládka,sklad,B-01 01-07
492,1607032469,03.12 22:54:29,nakládka,budova,Hala schlosser
493,1607032535,03.12 22:55:35,vykládka,sklad,B-01 01-07
494,1607032550,03.12 22:55:50,nakládka,budova,Hala schlosser
495,1607032596,03.12 22:56:36,vykládka,sklad,B-01 01-07
496,1607032650,03.12 22:57:30,nakládka,budova,Hala schlosser
497,1607032702,03.12 22:58:22,vykládka,,
498,1607032739,03.12 22:58:59,nakládka,budova,Hala schlosser
499,1607032795,03.12 22:59:55,vykládka,sklad,B-01 01-07
500,1607032815,03.12 23:00:15,nakládka,budova,Hala schlosser
501,1607032861,03.12 23:01:01,vykládka,sklad,B-01 01-07
502,1607032961,03.12 23:02:41,nakládka,budova,Hala schlosser
503,1607033014,03.12 23:03:34,vykládka,,
504,1607033109,03.12 23:05:09,nakládka,,
505,1607033136,03.12 23:05:36,vykládka,,
506,1607033297,03.12 23:08:17,nakládka,budova,Hala schlosser
507,1607033342,03.12 23:09:02,vykládka,,
508,1607033359,03.12 23:09:19,nakládka,budova,Hala schlosser
2714,1607033376,03.12 23:09:36,operace,stroj/umisteni,B-06-01-01/B-01-01-02
509,1607033405,03.12 23:10:05,vykládka,,
2715,1607033500,03.12 23:11:40,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2716,1607033583,03.12 23:13:03,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2717,1607033714,03.12 23:15:14,operace,stroj/umisteni,B-06-01-01/B-01-01-02
510,1607033938,03.12 23:18:58,nakládka,budova,Hala schlosser
511,1607033990,03.12 23:19:50,vykládka,,
512,1607034006,03.12 23:20:06,nakládka,budova,Hala schlosser
513,1607034049,03.12 23:20:49,vykládka,,
2718,1607034070,03.12 23:21:10,operace,stroj/umisteni,B-06-01-01/B-01-01-02
514,1607034141,03.12 23:22:21,nakládka,budova,Hala schlosser
2719,1607034160,03.12 23:22:40,operace,stroj/umisteni,B-06-01-01/B-01-01-02
515,1607034228,03.12 23:23:48,vykládka,,
2720,1607034249,03.12 23:24:09,operace,stroj/umisteni,B-06-01-01/B-01-01-02
516,1607034446,03.12 23:27:26,nakládka,budova,Hala schlosser
517,1607034499,03.12 23:28:19,vykládka,sklad,B-01 01-07
518,1607034516,03.12 23:28:36,nakládka,budova,Hala schlosser
519,1607034570,03.12 23:29:30,vykládka,,
2721,1607034656,03.12 23:30:56,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2722,1607034736,03.12 23:32:16,operace,stroj/umisteni,B-06-01-01/B-01-01-02
520,1607035070,03.12 23:37:50,nakládka,budova,Hala schlosser
521,1607035121,03.12 23:38:41,vykládka,,
2723,1607035399,03.12 23:43:19,operace,stroj/umisteni,B-06-01-01/B-01-01-02
522,1607035399,03.12 23:43:19,nakládka,budova,Hala schlosser
523,1607035447,03.12 23:44:07,vykládka,,
524,1607035459,03.12 23:44:19,nakládka,budova,Hala schlosser
2724,1607035482,03.12 23:44:42,operace,stroj/umisteni,B-06-01-01/B-01-01-02
525,1607035516,03.12 23:45:16,vykládka,,
2725,1607035544,03.12 23:45:44,operace,stroj/umisteni,B-06-01-01/B-01-01-02
526,1607035696,03.12 23:48:16,nakládka,budova,Hala schlosser
527,1607035738,03.12 23:48:58,vykládka,,
528,1607035855,03.12 23:50:55,nakládka,budova,Hess 1
529,1607035883,03.12 23:51:23,vykládka,,
2726,1607036019,03.12 23:53:39,operace,stroj/umisteni,B-06-01-01/B-01-01-02
530,1607036026,03.12 23:53:46,nakládka,budova,Hala schlosser
531,1607036067,03.12 23:54:27,vykládka,,
2727,1607036091,03.12 23:54:51,operace,stroj/umisteni,B-06-01-01/B-01-01-02
532,1607036098,03.12 23:54:58,nakládka,,
533,1607036149,03.12 23:55:49,vykládka,,
2728,1607036171,03.12 23:56:11,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2729,1607036270,03.12 23:57:50,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2730,1607036587,04.12 00:03:07,operace,stroj/umisteni,B-06-01-01/B-01-01-02
534,1607036676,04.12 00:04:36,nakládka,budova,Hala schlosser
535,1607036779,04.12 00:06:19,vykládka,sklad,A-02
536,1607036825,04.12 00:07:05,nakládka,budova,Hala schlosser
537,1607036914,04.12 00:08:34,vykládka,sklad,A-02
2731,1607036917,04.12 00:08:37,operace,stroj/umisteni,B-06-01-01/B-01-01-02
538,1607036965,04.12 00:09:25,nakládka,budova,Hala schlosser
2732,1607036973,04.12 00:09:33,operace,stroj/umisteni,B-06-01-01/B-01-01-02
539,1607037060,04.12 00:11:00,vykládka,sklad,A-02
540,1607037111,04.12 00:11:51,nakládka,budova,Hala schlosser
541,1607037208,04.12 00:13:28,vykládka,sklad,A-02
542,1607037256,04.12 00:14:16,nakládka,,
543,1607037357,04.12 00:15:57,vykládka,sklad,A-02
2733,1607037559,04.12 00:19:19,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2734,1607037627,04.12 00:20:27,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2735,1607037708,04.12 00:21:48,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2736,1607037807,04.12 00:23:27,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2737,1607038064,04.12 00:27:44,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2738,1607038136,04.12 00:28:56,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2739,1607038695,04.12 00:38:15,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2740,1607039078,04.12 00:44:38,operace,stroj/umisteni,B-06-01-01/B-01-01-02
544,1607039079,04.12 00:44:39,nakládka,budova,Hess 1
545,1607039103,04.12 00:45:03,vykládka,budova,Hess 1
2741,1607039313,04.12 00:48:33,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2742,1607039646,04.12 00:54:06,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2743,1607039724,04.12 00:55:24,operace,stroj/umisteni,B-06-01-01/B-01-01-02
546,1607040145,04.12 01:02:25,nakládka,,
547,1607040243,04.12 01:04:03,vykládka,sklad,A-02
548,1607040299,04.12 01:04:59,nakládka,budova,Hala schlosser
2744,1607040316,04.12 01:05:16,operace,stroj/umisteni,B-06-01-01/A-02-01-08
549,1607040388,04.12 01:06:28,vykládka,sklad,A-02
550,1607040442,04.12 01:07:22,nakládka,,
2745,1607040447,04.12 01:07:27,operace,stroj/umisteni,B-06-01-01/A-02-01-08
551,1607040539,04.12 01:08:59,vykládka,sklad,A-02
2746,1607040578,04.12 01:09:38,operace,stroj/umisteni,B-06-01-01/A-02-01-08
552,1607040591,04.12 01:09:51,nakládka,,
2747,1607040732,04.12 01:12:12,operace,stroj/umisteni,B-06-01-01/A-02-01-08
553,1607040774,04.12 01:12:54,vykládka,sklad,A-02
2748,1607040876,04.12 01:14:36,operace,stroj/umisteni,B-06-01-01/A-02-01-08
554,1607041007,04.12 01:16:47,nakládka,,
555,1607041092,04.12 01:18:12,vykládka,sklad,A-02
556,1607041204,04.12 01:20:04,nakládka,,
557,1607041304,04.12 01:21:44,vykládka,sklad,A-02
558,1607041360,04.12 01:22:40,nakládka,,
559,1607041439,04.12 01:23:59,vykládka,sklad,A-02
560,1607041488,04.12 01:24:48,nakládka,,
561,1607041576,04.12 01:26:16,vykládka,sklad,A-02
562,1607041696,04.12 01:28:16,nakládka,budova,Hala schlosser
563,1607041785,04.12 01:29:45,vykládka,sklad,A-02
564,1607041986,04.12 01:33:06,nakládka,budova,Hala schlosser
565,1607042100,04.12 01:35:00,vykládka,sklad,A-02
566,1607042148,04.12 01:35:48,nakládka,,
567,1607042245,04.12 01:37:25,vykládka,sklad,A-02
568,1607042293,04.12 01:38:13,nakládka,,
569,1607042384,04.12 01:39:44,vykládka,sklad,A-02
570,1607042451,04.12 01:40:51,nakládka,,
571,1607042537,04.12 01:42:17,vykládka,sklad,A-02
572,1607042581,04.12 01:43:01,nakládka,,
573,1607042681,04.12 01:44:41,vykládka,sklad,A-02
574,1607042732,04.12 01:45:32,nakládka,,
575,1607042825,04.12 01:47:05,vykládka,sklad,A-02
576,1607042879,04.12 01:47:59,nakládka,,
577,1607042970,04.12 01:49:30,vykládka,sklad,A-02
578,1607043027,04.12 01:50:27,nakládka,,
579,1607043123,04.12 01:52:03,vykládka,sklad,A-02
580,1607043180,04.12 01:53:00,nakládka,,
581,1607043271,04.12 01:54:31,vykládka,sklad,A-02
582,1607043319,04.12 01:55:19,nakládka,,
583,1607043409,04.12 01:56:49,vykládka,sklad,A-02
584,1607043462,04.12 01:57:42,nakládka,,
585,1607043543,04.12 01:59:03,vykládka,sklad,A-02
586,1607043596,04.12 01:59:56,nakládka,budova,Hala schlosser
