,time,ftime,type,location_type,location
1642,1607523332,09.12 15:15:32,nakládka,budova,Hala schlosser
1643,1607523395,09.12 15:16:35,vykládka,,
1644,1607523413,09.12 15:16:53,nakládka,budova,Hala schlosser
1645,1607523462,09.12 15:17:42,vykládka,sklad,B-01 07-12
1646,1607523869,09.12 15:24:29,nakládka,budova,Hala schlosser
1647,1607523912,09.12 15:25:12,vykládka,,
1648,1607523936,09.12 15:25:36,nakládka,budova,Hala schlosser
1649,1607523984,09.12 15:26:24,vykládka,,
1650,1607524004,09.12 15:26:44,nakládka,budova,Hala schlosser
1651,1607524073,09.12 15:27:53,vykládka,,
1652,1607524268,09.12 15:31:08,nakládka,budova,Hala schlosser
1653,1607524328,09.12 15:32:08,vykládka,,
1654,1607524348,09.12 15:32:28,nakládka,budova,Hala schlosser
1655,1607524401,09.12 15:33:21,vykládka,,
1656,1607524483,09.12 15:34:43,nakládka,budova,Hala schlosser
1657,1607524541,09.12 15:35:41,vykládka,,
1658,1607524840,09.12 15:40:40,nakládka,budova,Hala schlosser
1659,1607524907,09.12 15:41:47,vykládka,,
1660,1607524934,09.12 15:42:14,nakládka,budova,Hala schlosser
1661,1607524983,09.12 15:43:03,vykládka,,
1662,1607525083,09.12 15:44:43,nakládka,budova,Hala schlosser
1663,1607525141,09.12 15:45:41,vykládka,,
1664,1607525275,09.12 15:47:55,nakládka,budova,Hala schlosser
1665,1607525330,09.12 15:48:50,vykládka,,
1666,1607525376,09.12 15:49:36,nakládka,,
1667,1607525466,09.12 15:51:06,vykládka,,
1668,1607525556,09.12 15:52:36,nakládka,budova,Hala schlosser
3210,1607525569,09.12 15:52:49,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1669,1607525619,09.12 15:53:39,vykládka,,
3211,1607525646,09.12 15:54:06,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3212,1607525693,09.12 15:54:53,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3213,1607525781,09.12 15:56:21,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3214,1607525852,09.12 15:57:32,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1670,1607525911,09.12 15:58:31,nakládka,,
3215,1607525914,09.12 15:58:34,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1671,1607525957,09.12 15:59:17,vykládka,,
3216,1607526021,09.12 16:00:21,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3217,1607526087,09.12 16:01:27,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1672,1607526135,09.12 16:02:15,nakládka,budova,Hala schlosser
3218,1607526172,09.12 16:02:52,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1673,1607526193,09.12 16:03:13,vykládka,,
1674,1607526215,09.12 16:03:35,nakládka,budova,Hala schlosser
3219,1607526246,09.12 16:04:06,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1675,1607526260,09.12 16:04:20,vykládka,sklad,B-01 07-12
1676,1607526275,09.12 16:04:35,nakládka,,
3220,1607526313,09.12 16:05:13,operace,stroj/umisteni,B-06-01-01/B-01-01-03
1677,1607526337,09.12 16:05:37,vykládka,,
3221,1607526406,09.12 16:06:46,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3222,1607526462,09.12 16:07:42,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3223,1607526566,09.12 16:09:26,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3224,1607526642,09.12 16:10:42,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1678,1607526698,09.12 16:11:38,nakládka,budova,Hala schlosser
3225,1607526712,09.12 16:11:52,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1679,1607526761,09.12 16:12:41,vykládka,,
1680,1607526781,09.12 16:13:01,nakládka,budova,Hala schlosser
3226,1607526851,09.12 16:14:11,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1681,1607526852,09.12 16:14:12,vykládka,,
3227,1607526865,09.12 16:14:25,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1682,1607526889,09.12 16:14:49,nakládka,budova,Hala schlosser
1683,1607526934,09.12 16:15:34,vykládka,,
1684,1607526951,09.12 16:15:51,nakládka,budova,Hala schlosser
3228,1607526953,09.12 16:15:53,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1685,1607527004,09.12 16:16:44,vykládka,,
1686,1607527022,09.12 16:17:02,nakládka,budova,Hala schlosser
3229,1607527030,09.12 16:17:10,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1687,1607527123,09.12 16:18:43,vykládka,,
1688,1607527170,09.12 16:19:30,nakládka,budova,Hala schlosser
1689,1607527230,09.12 16:20:30,vykládka,,
1690,1607527443,09.12 16:24:03,nakládka,,
3230,1607527483,09.12 16:24:43,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1691,1607527537,09.12 16:25:37,vykládka,budova,Hess 1
1692,1607527549,09.12 16:25:49,nakládka,,
1693,1607527578,09.12 16:26:18,vykládka,,
3231,1607527623,09.12 16:27:03,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3232,1607527887,09.12 16:31:27,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3233,1607527913,09.12 16:31:53,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3234,1607527969,09.12 16:32:49,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3235,1607528099,09.12 16:34:59,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1694,1607528153,09.12 16:35:53,nakládka,budova,Hala schlosser
1695,1607528180,09.12 16:36:20,vykládka,budova,Hala schlosser
1696,1607528248,09.12 16:37:28,nakládka,budova,Hala schlosser
1697,1607528402,09.12 16:40:02,vykládka,budova,nejaka dilna
3236,1607528457,09.12 16:40:57,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1698,1607528470,09.12 16:41:10,nakládka,budova,Hala schlosser
1699,1607528535,09.12 16:42:15,vykládka,sklad,B-01 07-12
1700,1607528552,09.12 16:42:32,nakládka,budova,Hala schlosser
3237,1607528553,09.12 16:42:33,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1701,1607528595,09.12 16:43:15,vykládka,,
1702,1607528611,09.12 16:43:31,nakládka,budova,Hala schlosser
1703,1607528653,09.12 16:44:13,vykládka,,
1704,1607528668,09.12 16:44:28,nakládka,budova,Hala schlosser
3238,1607528704,09.12 16:45:04,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1705,1607528730,09.12 16:45:30,vykládka,,
1706,1607528742,09.12 16:45:42,nakládka,budova,Hala schlosser
1707,1607528789,09.12 16:46:29,vykládka,,
1708,1607528799,09.12 16:46:39,nakládka,budova,Hala schlosser
1709,1607528853,09.12 16:47:33,vykládka,,
3239,1607528937,09.12 16:48:57,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1710,1607528950,09.12 16:49:10,nakládka,budova,Hala schlosser
1711,1607528997,09.12 16:49:57,vykládka,,
1712,1607529012,09.12 16:50:12,nakládka,budova,Hala schlosser
1713,1607529111,09.12 16:51:51,vykládka,sklad,A-01-03-01
3240,1607529176,09.12 16:52:56,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1714,1607529196,09.12 16:53:16,nakládka,,
1715,1607529241,09.12 16:54:01,vykládka,budova,Hala schlosser
1716,1607529301,09.12 16:55:01,nakládka,,
1717,1607529351,09.12 16:55:51,vykládka,budova,Hala schlosser
3241,1607529529,09.12 16:58:49,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1718,1607529550,09.12 16:59:10,nakládka,,
1719,1607529636,09.12 17:00:36,vykládka,sklad,A-01-03-01
1720,1607529711,09.12 17:01:51,nakládka,,
3242,1607529752,09.12 17:02:32,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1721,1607529794,09.12 17:03:14,vykládka,sklad,A-01-03-01
3243,1607529829,09.12 17:03:49,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1722,1607529837,09.12 17:03:57,nakládka,,
1723,1607529907,09.12 17:05:07,vykládka,sklad,A-01-03-01
1724,1607529972,09.12 17:06:12,nakládka,,
1725,1607530058,09.12 17:07:38,vykládka,sklad,A-01-03-01
1726,1607530097,09.12 17:08:17,nakládka,budova,Hala schlosser
1727,1607530177,09.12 17:09:37,vykládka,sklad,A-01-03-01
1728,1607530219,09.12 17:10:19,nakládka,budova,Hala schlosser
3244,1607530322,09.12 17:12:02,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1729,1607530351,09.12 17:12:31,vykládka,sklad,A-01-03-01
1730,1607530390,09.12 17:13:10,nakládka,,
3245,1607530403,09.12 17:13:23,operace,stroj/umisteni,B-06-01-01/B-01-01-12
1731,1607530472,09.12 17:14:32,vykládka,sklad,A-01-03-01
3246,1607530506,09.12 17:15:06,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3247,1607530575,09.12 17:16:15,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3248,1607530797,09.12 17:19:57,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3249,1607532107,09.12 17:41:47,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3250,1607532170,09.12 17:42:50,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3251,1607532226,09.12 17:43:46,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3252,1607532299,09.12 17:44:59,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3253,1607532365,09.12 17:46:05,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3254,1607532427,09.12 17:47:07,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3255,1607532573,09.12 17:49:33,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3256,1607532631,09.12 17:50:31,operace,stroj/umisteni,B-06-01-01/B-01-01-12
3257,1607533169,09.12 17:59:29,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3258,1607533329,09.12 18:02:09,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3259,1607533455,09.12 18:04:15,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3260,1607533594,09.12 18:06:34,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3261,1607533717,09.12 18:08:37,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3262,1607533839,09.12 18:10:39,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3263,1607534009,09.12 18:13:29,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3264,1607534141,09.12 18:15:41,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3265,1607534362,09.12 18:19:22,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3266,1607534555,09.12 18:22:35,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3267,1607534838,09.12 18:27:18,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3268,1607534932,09.12 18:28:52,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3269,1607535091,09.12 18:31:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3270,1607535242,09.12 18:34:02,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3271,1607535676,09.12 18:41:16,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3272,1607535754,09.12 18:42:34,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3273,1607536012,09.12 18:46:52,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3274,1607536310,09.12 18:51:50,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3275,1607536536,09.12 18:55:36,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3276,1607536795,09.12 18:59:55,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3277,1607537022,09.12 19:03:42,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3278,1607537191,09.12 19:06:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3279,1607537338,09.12 19:08:58,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3280,1607537485,09.12 19:11:25,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3281,1607537719,09.12 19:15:19,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3282,1607537939,09.12 19:18:59,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3283,1607538118,09.12 19:21:58,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3284,1607538733,09.12 19:32:13,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3285,1607538866,09.12 19:34:26,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3286,1607539012,09.12 19:36:52,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3287,1607539127,09.12 19:38:47,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3288,1607539295,09.12 19:41:35,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3289,1607539568,09.12 19:46:08,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3290,1607539754,09.12 19:49:14,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3291,1607540162,09.12 19:56:02,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3292,1607540347,09.12 19:59:07,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3293,1607540521,09.12 20:02:01,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3294,1607541026,09.12 20:10:26,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3295,1607541208,09.12 20:13:28,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3296,1607541390,09.12 20:16:30,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3297,1607541560,09.12 20:19:20,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3298,1607541738,09.12 20:22:18,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3299,1607541920,09.12 20:25:20,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3300,1607542107,09.12 20:28:27,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3301,1607542329,09.12 20:32:09,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3302,1607542509,09.12 20:35:09,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3303,1607542685,09.12 20:38:05,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3304,1607542882,09.12 20:41:22,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3305,1607543051,09.12 20:44:11,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3306,1607543238,09.12 20:47:18,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3307,1607543414,09.12 20:50:14,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3308,1607543616,09.12 20:53:36,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3309,1607544132,09.12 21:02:12,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3310,1607544226,09.12 21:03:46,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3311,1607545132,09.12 21:18:52,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3312,1607545407,09.12 21:23:27,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3313,1607545597,09.12 21:26:37,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3314,1607545781,09.12 21:29:41,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3315,1607546006,09.12 21:33:26,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3316,1607546183,09.12 21:36:23,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3317,1607546369,09.12 21:39:29,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3318,1607546549,09.12 21:42:29,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3319,1607546743,09.12 21:45:43,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3320,1607546922,09.12 21:48:42,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3321,1607547107,09.12 21:51:47,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3322,1607547301,09.12 21:55:01,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3323,1607547611,09.12 22:00:11,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3324,1607547789,09.12 22:03:09,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3325,1607547981,09.12 22:06:21,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3326,1607548170,09.12 22:09:30,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3327,1607548513,09.12 22:15:13,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3328,1607548691,09.12 22:18:11,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3329,1607548890,09.12 22:21:30,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3330,1607549083,09.12 22:24:43,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3331,1607549294,09.12 22:28:14,operace,stroj/umisteni,B-06-01-01/A-03-01-03
3332,1607550239,09.12 22:43:59,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3333,1607550342,09.12 22:45:42,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3334,1607550464,09.12 22:47:44,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3335,1607550567,09.12 22:49:27,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3336,1607550674,09.12 22:51:14,operace,stroj/umisteni,B-06-01-01/A-01-03-01
3337,1607609074,10.12 15:04:34,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3338,1607609148,10.12 15:05:48,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3339,1607609220,10.12 15:07:00,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3340,1607609280,10.12 15:08:00,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3341,1607609347,10.12 15:09:07,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3342,1607609415,10.12 15:10:15,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3343,1607610141,10.12 15:22:21,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3344,1607610460,10.12 15:27:40,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3345,1607610929,10.12 15:35:29,operace,stroj/umisteni,B-06-01-01/B-01-01-03
3346,1607611095,10.12 15:38:15,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3347,1607611293,10.12 15:41:33,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3348,1607611395,10.12 15:43:15,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3349,1607611782,10.12 15:49:42,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3350,1607611991,10.12 15:53:11,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3351,1607612155,10.12 15:55:55,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3352,1607613167,10.12 16:12:47,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3353,1607613275,10.12 16:14:35,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3354,1607613363,10.12 16:16:03,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3355,1607613446,10.12 16:17:26,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3356,1607613543,10.12 16:19:03,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3357,1607613588,10.12 16:19:48,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3358,1607613844,10.12 16:24:04,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3359,1607614028,10.12 16:27:08,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3360,1607614128,10.12 16:28:48,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3361,1607615234,10.12 16:47:14,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3362,1607615351,10.12 16:49:11,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3363,1607615527,10.12 16:52:07,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3364,1607615699,10.12 16:54:59,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3365,1607615916,10.12 16:58:36,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3366,1607616157,10.12 17:02:37,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3367,1607616528,10.12 17:08:48,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3368,1607616610,10.12 17:10:10,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3369,1607616735,10.12 17:12:15,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3370,1607616967,10.12 17:16:07,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3371,1607617531,10.12 17:25:31,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3372,1607617643,10.12 17:27:23,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3373,1607617724,10.12 17:28:44,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3374,1607617804,10.12 17:30:04,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3375,1607618529,10.12 17:42:09,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3376,1607618598,10.12 17:43:18,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3377,1607618672,10.12 17:44:32,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3378,1607618747,10.12 17:45:47,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3379,1607618822,10.12 17:47:02,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3380,1607619144,10.12 17:52:24,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3381,1607619220,10.12 17:53:40,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3382,1607619383,10.12 17:56:23,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3383,1607619857,10.12 18:04:17,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3384,1607619967,10.12 18:06:07,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3385,1607620128,10.12 18:08:48,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3386,1607620376,10.12 18:12:56,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3387,1607620612,10.12 18:16:52,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3388,1607620739,10.12 18:18:59,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3389,1607620924,10.12 18:22:04,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3390,1607621115,10.12 18:25:15,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3391,1607621194,10.12 18:26:34,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3392,1607621539,10.12 18:32:19,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3393,1607621674,10.12 18:34:34,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3394,1607621781,10.12 18:36:21,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3395,1607622171,10.12 18:42:51,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3396,1607622272,10.12 18:44:32,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3397,1607622380,10.12 18:46:20,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3398,1607622702,10.12 18:51:42,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3399,1607622827,10.12 18:53:47,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3400,1607623225,10.12 19:00:25,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3401,1607623502,10.12 19:05:02,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3402,1607623586,10.12 19:06:26,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3403,1607623662,10.12 19:07:42,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3404,1607623742,10.12 19:09:02,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3405,1607623992,10.12 19:13:12,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3406,1607624309,10.12 19:18:29,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3407,1607624373,10.12 19:19:33,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3408,1607624460,10.12 19:21:00,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3409,1607624833,10.12 19:27:13,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3410,1607625240,10.12 19:34:00,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3411,1607625352,10.12 19:35:52,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3412,1607625421,10.12 19:37:01,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3413,1607625496,10.12 19:38:16,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3414,1607625593,10.12 19:39:53,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3415,1607625776,10.12 19:42:56,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3416,1607626367,10.12 19:52:47,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3417,1607626446,10.12 19:54:06,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3418,1607626517,10.12 19:55:17,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3419,1607626901,10.12 20:01:41,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3420,1607626973,10.12 20:02:53,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3421,1607627056,10.12 20:04:16,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3422,1607627127,10.12 20:05:27,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3423,1607627311,10.12 20:08:31,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3424,1607627802,10.12 20:16:42,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3425,1607628314,10.12 20:25:14,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3426,1607628380,10.12 20:26:20,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3427,1607629037,10.12 20:37:17,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3428,1607629102,10.12 20:38:22,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3429,1607629197,10.12 20:39:57,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3430,1607629235,10.12 20:40:35,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3431,1607629506,10.12 20:45:06,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3432,1607630615,10.12 21:03:35,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3433,1607630688,10.12 21:04:48,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3434,1607630799,10.12 21:06:39,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3435,1607630871,10.12 21:07:51,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3436,1607630935,10.12 21:08:55,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3437,1607631018,10.12 21:10:18,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3438,1607631077,10.12 21:11:17,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3439,1607631188,10.12 21:13:08,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3440,1607631304,10.12 21:15:04,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3441,1607631888,10.12 21:24:48,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3442,1607631958,10.12 21:25:58,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3443,1607632031,10.12 21:27:11,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3444,1607632103,10.12 21:28:23,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3445,1607632346,10.12 21:32:26,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3446,1607632420,10.12 21:33:40,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3447,1607632677,10.12 21:37:57,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3448,1607632974,10.12 21:42:54,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3449,1607633042,10.12 21:44:02,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3450,1607633191,10.12 21:46:31,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3451,1607633622,10.12 21:53:42,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3452,1607633684,10.12 21:54:44,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3453,1607633754,10.12 21:55:54,operace,stroj/umisteni,B-06-01-01/B-01-01-07
3454,1607633814,10.12 21:56:54,operace,stroj/umisteni,B-06-01-01/B-01-01-07
