beat,timestamp_m,locLat,locLon,accX,accY,accZ,gyroX,gyroY,gyroZ,uncMagX,uncMagY,unMagZ,verticalDistance,horizontalDistance
1606915678,1606915678574.0,50.530167999999996,14.0693466,4.119224,-9.390058999999999,-0.46327803,0.07622991,-0.20045543,-0.28823066,-1200.347,-1147.337,151.653,0.0,0.0
1606915679,1606915679501.0,50.530173100000006,14.0693374,4.4101195,-9.581595,-1.5358804,0.39265809999999995,0.16239852,-0.052436672000000004,-1170.49,-1184.62,165.04,0.0,0.0
1606915680,1606915680495.0,50.5301836,14.0693234,3.7445314,-9.101558,-0.8870517,0.16297278,-0.14425583,-0.26074169999999997,-1019.5600599999999,-883.3969999999999,-9.687000000000001,0.0,0.0
1606915681,1606915681502.0,50.53019329999999,14.069317800000002,2.870648,-9.24521,-0.9552864999999999,0.096999325,-0.04834999,-0.28700894,-954.52,-748.22,-90.9,0.0,0.0
1606915682,1606915682495.0,50.5301999,14.0693223,2.574964,-9.173384,-0.80684596,0.29797399999999996,-0.15097535,-0.14589906,-910.97,-734.24,-144.69,0.0,0.0
1606915683,1606915683502.0,50.5302091,14.069329699999999,3.083732,-9.205706,0.17717093,0.55453736,-0.5028337,-0.32182825,-787.9200400000001,-627.91,-214.6,0.0,0.0
1606915684,1606915684494.0,50.5302239,14.069338199999999,3.217807,-9.321824000000001,-0.50637364,0.4122058,-0.07400633,-0.10741454,-739.78,-591.24,-269.28,0.0,0.0
1606915685,1606915685499.0,50.530232700000006,14.0693577,1.5071499,-9.114726,-2.244564,-0.055716987999999995,0.2399784,0.10638829,-733.33997,-529.56,-260.97997999999995,0.0,0.0
1606915686,1606915686502.0,50.5302377,14.0693641,2.5462333999999998,-9.355343,-0.8403648000000001,0.44824684,-0.19801196,-0.101305895,-754.15,-564.56,-248.49,0.0,0.0
1606915687,1606915687503.0,50.530244399999994,14.0693818,3.2968156000000004,-9.176974999999999,0.36511576,0.021252029,0.21310034,-0.042051964000000004,-808.14,-584.29,-240.63,0.0,0.0
1606915688,1606915688495.0,50.530244399999994,14.0693864,3.3219550000000004,-9.127894,0.4429273,-0.014178153,-0.050793447,0.0025411975,-804.5400400000001,-585.69,-239.54,0.0,0.0
1606915689,1606915689502.0,50.5302478,14.069394400000002,3.4320881,-8.986636,0.1328782,0.03102588,-0.5712507,0.13754241,-798.08997,-583.39996,-241.47,0.0,0.0
1606915690,1606915690493.0,50.5302482,14.069398699999999,2.4779987,-8.191761,-2.4396915,0.11410355,0.1294118,-0.085423395,-864.98,-558.63,-224.01,0.0,0.0
1606915691,1606915691498.5,50.5302482,14.0694075,1.7082629,-8.124125,-3.4380736000000005,0.10371884,-0.49305989,-0.109858006,-707.540035,-492.58001,-259.8,0.0,0.0
1606915692,1606915692502.0,50.530249299999994,14.0694092,2.6970682,-9.31105,-0.64044894,-0.037085599,-0.58224624,-0.17796948,-615.51,-423.96,-324.11,0.0,0.0
1606915693,1606915693505.0,50.530251299999996,14.069411800000001,2.4001873,-9.329007,-0.019153614,0.29736313,-0.05995643,-0.22286807,-503.11995999999994,-351.67,-351.43,0.0,0.0
1606915694,1606915694501.0,50.530257399999996,14.0694073,2.9819782000000004,-9.629479,0.11851298,-0.28356972,0.36092973,-0.18071838,-366.85,-223.59702000000001,-366.35,0.0,0.0
1606915695,1606915695495.0,50.530266299999994,14.0693935,1.9093759,-9.610325999999999,-0.89543146,0.047519237,0.18866573,-0.09825157,-328.837,-191.20999,-366.69,0.0,0.0
1606915696,1606915696495.0,50.53027120000001,14.069385,2.4720132,-10.006566000000001,0.045489833,-0.0135672875,0.491044,-0.22164634,-274.13998,-174.53,-361.5,0.0,0.0
1606915697,1606915697498.5,50.5302736,14.069382000000001,1.31561385,-10.626664,-0.25498247,0.01636511,-0.289641765,-0.24485922,-248.61999500000002,-147.375,-355.41,0.0,0.0
1606915698,1606915698498.5,50.5302794,14.069381400000001,2.52767845,-10.376471,0.23582886,0.12998605,-0.159832895,-0.29892079,-301.19501,-187.485,-346.37,0.0,0.0
1606915699,1606915699495.0,50.5302839,14.0693818,0.320823,-11.477803,0.92895025,-0.038001895,0.027397302999999998,-0.026780335,-204.5,-106.420006,-342.35,0.0,0.0
1606915700,1606915700495.0,50.5302967,14.069378,3.5793315999999997,-9.370906,-0.46926352,-0.13146427,-0.33362406,-0.05671273,-73.56,-18.420006,-309.18,0.0,0.0
1606915701,1606915701495.0,50.530306599999996,14.0693732,1.1731589,-10.187327999999999,-0.12569559,0.33890197,-0.048960853,-0.34687373,-39.679992999999996,2.2399979,-286.85,0.0,0.0
1606915702,1606915702502.0,50.53032460000001,14.0693652,2.5893292000000003,-9.939528,0.7673416999999999,0.14709029,0.05855143,-0.031056391000000003,-14.639984,23.633003,-264.05,0.0,0.0
1606915703,1606915703495.0,50.530338799999996,14.069365300000001,2.7748797,-10.326789999999999,-0.42975920000000006,-0.23836571,-0.10454959,-0.26257432,4.320007299999999,29.800003000000004,-257.83002,0.0,0.0
1606915704,1606915704502.0,50.5303455,14.069365300000001,2.1188686000000003,-11.581951,0.4213795,-0.41185140000000003,-0.28231138,-0.47759888,8.660003999999999,36.33,-246.47,0.0,0.0
1606915705,1606915705495.0,50.5303527,14.069367499999998,1.0522517,-11.031284,-0.8678981,0.029193282,0.11475104,-0.2961719,18.059998,43.85,-233.71,0.0,0.0
1606915706,1606915706495.0,50.530370500000004,14.069367699999999,2.7341783,-9.896433,0.39743748,-0.19132906,-0.24443772,-0.24913529,31.52,53.59,-219.19,0.0,0.0
1606915707,1606915707501.0,50.5303794,14.0693628,2.0853498,-10.363302000000001,0.46208093,-0.25791338,-0.13753632,-0.1660576,37.2,55.76,-220.96,0.0,0.0
1606915708,1606915708492.0,50.530396100000004,14.069356400000002,0.91458505,-9.408014999999999,0.37948096,-0.027006323,-0.178769715,-0.21798116,39.575001,55.43,-214.83,0.0,0.0
1606915709,1606915709502.0,50.5304268,14.0693458,1.127669,-9.974244,-0.30047232,0.20512247,-0.06178902,-0.0835908,36.14,55.89,-217.93,0.0,0.0
1606915710,1606915710501.5,50.530438700000005,14.0693457,1.8866308999999999,-11.056422999999999,-0.101753574,-0.2786828,-0.3592804,-0.07442782,46.804998499999996,62.11,-204.34999,0.0,0.0
1606915711,1606915711495.0,50.5304542,14.069344099999999,0.6344634,-10.70687,0.59256494,-0.50958985,-0.19129245,-0.21309423,42.32,58.82,-211.39,0.0,0.0
1606915712,1606915712495.0,50.530463299999994,14.069339499999998,0.90979666,-9.697714,-0.1436521,-0.21270937,-0.13692544,-0.19782260000000002,35.21,58.339996,-209.79,0.0,0.0
1606915713,1606915713499.0,50.5304898,14.0693182,1.10372703,-11.100717,0.23343466,-0.010512958999999999,-0.14547756,-0.173998855,47.335,62.41,-202.44,0.0,0.0
1606915714,1606915714495.0,50.5305039,14.069306900000003,2.6431987,-11.15698,-0.6811504,0.0010934807,0.09214902,-0.14589906,49.14,60.730003,-208.75,0.0,0.0
1606915715,1606915715495.0,50.5305152,14.069297800000001,1.9512744,-10.205285,-0.46088383,0.10799489,-0.24443772,-0.21737029,53.28,62.870003000000004,-203.98,0.0,0.0
1606915716,1606915716495.0,50.5305298,14.0692914,2.695871,-9.835381,0.7745243,0.17396834,-0.019639323,-0.17216626,51.77,67.55,-197.92,0.0,0.0
1606915717,1606915717501.0,50.530547,14.0692851,1.5885528,-10.424355,-0.260968,-0.18827474,-0.2309987,-0.006010916,63.78,71.17,-192.44,0.0,0.0
1606915718,1606915718498.5,50.530555,14.0692809,0.93314013,-10.72781925,-0.7015011,-0.10336448,-0.091721416,-0.101305895,65.38,71.5,-193.94,0.0,0.0
1606915719,1606915719498.5,50.5305722,14.0692688,1.3826513999999999,-10.836157,0.107739076,0.16969228,-0.23466389,-0.16727933,59.599999999999994,66.185,-194.49,0.0,0.0
1606915720,1606915720498.5,50.5305858,14.0692581,1.6639702,-10.641029,0.25737667,0.058514811,-0.02513711,-0.109858006,61.3,69.82,-190.26999999999998,0.0,0.0
1606915721,1606915721498.5,50.530599,14.069247400000002,1.3856443,-10.303447,0.035913024,0.05423875615,-0.24871379,-0.15628377,69.49,74.47,-183.87,0.0,0.0
1606915722,1606915722494.0,50.5306058,14.0692416,1.9536686,-10.79785,0.42257659999999997,-0.0013499819,-0.11432343,-0.05426927,65.96,73.88,-185.01,0.0,0.0
