zarizeni,uzivatel,lokace_pred,lokace_pred_typ,lokace_po,lokace_po_typ,cas_klient,cas_server,typ_operace,vyrobek
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607624630877,1607624373138,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607624717883,1607624460301,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607625090242,1607624832478,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607625497266,1607625239704,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607625609757,1607625352126,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607625678227,1607625420592,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607625753320,1607625495807,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607625850684,1607625593105,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607626033667,1607625776224,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607626624497,1607626367140,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607626703922,1607626446254,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607626774741,1607626517207,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607627158082,1607626900430,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607627230496,1607626972899,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607627314012,1607627056341,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607627384452,1607627127051,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607627568127,1607627310452,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607628059953,1607627802258,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607628571789,1607628314168,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607628637193,1607628379604,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607629294230,1607629036698,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607629359254,1607629101573,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607629454778,1607629197290,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607629492903,1607629235230,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607629763951,1607629506387,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607630872199,1607630614612,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607630945740,1607630688260,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631056520,1607630798832,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631128461,1607630870796,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631192764,1607630935369,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631276025,1607631018363,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631334352,1607631077036,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631444970,1607631187401,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607631561819,1607631304218,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632145274,1607631887702,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632215866,1607631958287,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632288574,1607632031317,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632360466,1607632102975,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632603068,1607632345513,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632677937,1607632421354,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607632934933,1607632677289,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607633231536,1607632974102,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607633299589,1607633041902,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607633448116,1607633190712,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607633879586,1607633621970,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607633941508,1607633684014,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607634011638,1607633754082,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607634072035,1607633814366,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635024356,1607634766694,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635292142,1607635034851,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635621929,1607635364327,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635711159,1607635453586,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635772406,1607635514863,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635843630,1607635585999,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635902965,1607635645490,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607635989205,1607635731718,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607636070497,1607635813633,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607636139613,1607635882043,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607636303872,1607636046311,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607636376170,1607636118552,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607636904434,1607636648274,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607636980969,1607636723370,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607637233768,1607636976195,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607637305882,1607637048414,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607637422343,1607637164870,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1607637701565,1607637445632,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696316536,1607696059430,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696462207,1607696205081,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696558574,1607696301450,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696668203,1607696411563,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696781875,1607696524736,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696881585,1607696624406,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607696992357,1607696735547,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607697445083,1607697189031,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607697558160,1607697301020,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607697901762,1607697644724,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607698008043,1607697752155,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607698117761,1607697861826,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607698353654,1607698096500,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607698824876,1607698567818,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699086713,1607698829674,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699203528,1607698946912,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699262802,1607699005784,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699412457,1607699155536,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699551866,1607699295403,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699642685,1607699388838,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607699965509,1607699708498,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607700271879,1607700018013,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607700388260,1607700133139,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607700480573,1607700224078,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607700556025,1607700299231,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607701173359,1607700916236,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607701476022,1607701219886,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607701578835,1607701321726,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607701688395,1607701431919,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607701820034,1607701566721,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607701952387,1607701695478,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607702297755,1607702040684,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607702410786,1607702153925,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607702520805,1607702263847,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607702648853,1607702392180,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607702943283,1607702686858,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607703053583,1607702796601,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607703164364,1607702907470,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607703417101,1607703160086,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607703529165,1607703272078,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607703639594,1607703382614,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607703759745,1607703502858,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607704102305,1607703845233,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607704499217,1607704242203,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607704617656,1607704361349,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607704725040,1607704468112,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607704835691,1607704578710,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607704945331,1607704688311,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607705443643,1607705191098,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607706305631,1607706048578,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607706307016,1607706049865,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607706308960,1607706051829,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607706310612,1607706053511,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607706312143,1607706055028,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607706313785,1607706056685,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707006556,1607706749584,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707118751,1607706862669,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707252858,1607706995911,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707365287,1607707108604,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707462306,1607707205316,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707685935,1607707428952,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707796405,1607707539343,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607707947468,1607707690515,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607708087726,1607707831204,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607708197885,1607707940848,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607708563471,1607708306452,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607708818376,1607708562456,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607708955604,1607708698906,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607709322873,1607709065921,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607709523667,1607709266680,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607709561733,1607709308355,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607709628136,1607709371355,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607709762253,1607709505371,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607709949465,1607709692560,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607710400734,1607710143729,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607710489156,1607710232438,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607710553322,1607710296422,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607710730289,1607710473558,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607711131093,1607710874068,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607711216063,1607710960021,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607711270355,1607711013434,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607711340828,1607711083953,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607711731137,1607711474087,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712120599,1607711863620,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712377959,1607712123978,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712439054,1607712182085,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712499210,1607712242210,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712558997,1607712301985,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712871092,1607712614123,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607712966500,1607712709579,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607713392713,1607713135700,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607713474658,1607713217762,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607713543803,1607713287142,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607713621815,1607713365317,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607713881844,1607713624961,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607714025686,1607713768780,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607714539973,1607714283077,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607715065049,1607714808053,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-11,umisteni,1607715129006,1607714872172,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607715249945,1607714993312,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607715319172,1607715062191,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607715391180,1607715137175,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607715487436,1607715230439,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607715590791,1607715333823,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607716133168,1607715877892,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607716207737,1607715950832,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607716440920,1607716183986,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607716523381,1607716266633,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-06,umisteni,1607716593623,1607716336650,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607717050699,1607716793724,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607717165222,1607716908262,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607717293125,1607717037247,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607717864998,1607717609071,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607718009523,1607717752749,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607718134881,1607717878044,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607718295138,1607718038201,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607718408501,1607718151542,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607718519637,1607718262679,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607718902691,1607718645955,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719052606,1607718796055,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719193590,1607718938908,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719320375,1607719063595,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719467131,1607719211393,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719626314,1607719369485,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719815901,1607719559468,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607719946227,1607719689444,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607720085238,1607719828299,prijem,932
DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1607720356070,1607720099170,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607720881414,1607720624722,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607720917235,1607720660364,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607720991419,1607720734681,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607721072118,1607720815542,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607721442687,1607721185749,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607721493733,1607721237043,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607721577681,1607721320969,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607721862252,1607721605657,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607722009130,1607721752337,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607722077381,1607721820384,prijem,932
DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1607723835550,1607723578696,prijem,932
