,Unnamed: 0,zarizeni,uzivatel,lokace_pred,lokace_pred_typ,lokace_po,lokace_po_typ,cas_klient,cas_server,typ_operace,vyrobek,t_diff,corr_t_diff,cas_real,jizda,prev_vykladka_dt,next_nakladka_dt,prev_nakladka_dt,next_vykladka_dt,next_nakladka_vzdalenost,prev_nakladka_vzdalenost
0,0,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371276275,1606371253830,prijem,944,"-22,445","-22,15",1606371254125,,,,,,,
1,1,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371279394,1606371256922,prijem,944,"-22,472","-22,15",1606371257244,,,,,,,
2,2,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371281013,1606371258505,prijem,944,"-22,508","-22,15",1606371258863,,,,,,,
3,3,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371283498,1606371261018,prijem,944,"-22,48","-22,15",1606371261348,,,,,,,
4,4,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606371286883,1606371265399,prijem,944,"-21,484","-22,15",1606371264733,,,,,,,
5,5,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372754648,1606372732276,prijem,944,"-22,372","-22,15",1606372732498,,,,,,,
6,6,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372802421,1606372780066,prijem,944,"-22,355","-22,15",1606372780271,,,,,,,
7,7,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372871100,1606372848844,prijem,944,"-22,256","-22,15",1606372848950,,,,,,,
8,8,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606372955680,1606372933263,prijem,944,"-22,417","-22,14",1606372933540,,,,,,,
9,9,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373161288,1606373140608,prijem,944,"-20,68","-22,13",1606373139158,,,,,,,
10,10,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373234468,1606373212031,prijem,944,"-22,437","-22,1",1606373212368,,,,,,,
11,11,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373540243,1606373518916,prijem,944,"-21,327","-22,1",1606373518143,,,,,,,
12,12,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606373961815,1606373939576,prijem,944,"-22,239","-22,16",1606373939655,,,,,,,
13,13,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606374042150,1606374019820,prijem,944,"-22,33","-22,16",1606374019990,,,,,,,
14,14,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376269261,1606376246867,prijem,944,"-22,394","-22,16",1606376247101,,,,,,,
15,15,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376357839,1606376335507,prijem,944,"-22,332","-22,16",1606376335679,,,,,,,
16,16,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376449156,1606376426773,prijem,944,"-22,383","-22,14",1606376427016,,,,,,,
17,17,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376515455,1606376493413,prijem,944,"-22,042","-22,25",1606376493205,,,,,,,
18,18,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606376598233,1606376575802,prijem,944,"-22,431","-22,23",1606376576003,,,,,,,
19,19,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606377981319,1606377958946,prijem,944,"-22,373","-22,29",1606377959029,,,,,,,
20,20,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378446049,1606378423622,prijem,944,"-22,427","-22,29",1606378423759,,,,,,,
21,21,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378528166,1606378505833,prijem,944,"-22,333","-22,29",1606378505876,,,,,,,
22,22,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378614433,1606378592130,prijem,944,"-22,303","-22,3",1606378592133,,,,,,,
23,23,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378715013,1606378692945,prijem,944,"-22,068","-22,3",1606378692713,,,,,,,
24,24,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378806746,1606378784467,prijem,944,"-22,279","-22,3",1606378784446,,,,,,,
25,25,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378873656,1606378851448,prijem,944,"-22,208","-22,33",1606378851326,,,,,,,
26,26,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606378986799,1606378964612,prijem,944,"-22,187","-22,33",1606378964469,,,,,,,
27,27,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379096645,1606379074351,prijem,944,"-22,294","-22,33",1606379074315,,,,,,,
28,28,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379764639,1606379742279,prijem,944,"-22,36","-22,3",1606379742339,,,,,,,
29,29,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379766208,1606379743795,prijem,944,"-22,413","-22,29",1606379743918,,,,,,,
30,30,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379767723,1606379745279,prijem,944,"-22,444","-22,28",1606379745443,,,,,,,
31,31,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379769333,1606379746937,prijem,944,"-22,396","-22,3",1606379747033,,,,,,,
32,32,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379770524,1606379748055,prijem,944,"-22,469","-22,21",1606379748314,,,,,,,
33,33,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606379772136,1606379749707,prijem,944,"-22,429","-22,17",1606379749966,,,,,,,
34,34,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380523053,1606380500729,prijem,944,"-22,324","-22,17",1606380500883,,,,,,,
35,35,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380598913,1606380576864,prijem,944,"-22,049","-22,17",1606380576743,,,,,,,
36,36,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380672900,1606380650715,prijem,944,"-22,185","-22,17",1606380650730,,,,,,,
37,37,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606380748167,1606380726063,prijem,944,"-22,104","-22,16",1606380726007,,,,,,,
38,38,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606381635444,1606381613119,prijem,944,"-22,325","-22,15",1606381613294,,,,,,,
39,39,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606382057712,1606382036733,prijem,944,"-20,979","-22,12",1606382035592,,,,,,,
40,40,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382125634,1606382104055,prijem,944,"-21,579","-22,11",1606382103524,,,,,,,
41,41,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382201243,1606382178987,prijem,944,"-22,256","-22,02",1606382179223,,,,,,,
42,42,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382258524,1606382236272,prijem,944,"-22,252","-21,99",1606382236534,,,,,,,
43,43,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382345292,1606382322954,prijem,944,"-22,338",-22,1606382323292,,,,,,,
44,44,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382506926,1606382484581,prijem,944,"-22,345","-22,01",1606382484916,,,,,,,
45,45,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382566789,1606382544569,prijem,944,"-22,22","-22,03",1606382544759,,,,,,,
46,46,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606382623974,1606382602006,prijem,944,"-21,968",-22,1606382601974,,,,,,,
47,47,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384611607,1606384589297,prijem,944,"-22,31","-21,99",1606384589617,,,,,,,
48,48,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384660499,1606384639414,prijem,944,"-21,085","-22,04",1606384638459,,,,,,,
49,49,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384716373,1606384694571,prijem,944,"-21,802","-22,04",1606384694333,,,,,,,
50,50,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606384763886,1606384741581,prijem,944,"-22,305","-22,04",1606384741846,,,,,,,
51,51,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606386208027,1606386185736,prijem,944,"-22,291","-22,01",1606386186017,,,,,,,
52,52,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606386231856,1606386209533,prijem,944,"-22,323","-22,01",1606386209846,,,,,,,
53,53,DEV01,19907,B-06-01-01,stroj,B-01-01-02,umisteni,1606386293197,1606386271269,prijem,944,"-21,928","-22,01",1606386271187,,,,,,,
54,54,DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606386607645,1606386586815,prijem,944,"-20,83","-22,03",1606386585615,,,,,,,
55,55,DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606386688987,1606386666703,prijem,944,"-22,284","-22,03",1606386666957,,,,,,,
56,56,DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606386875517,1606386853238,prijem,944,"-22,279","-22,11",1606386853407,,,,,,,
57,57,DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606387062547,1606387040314,prijem,944,"-22,233","-22,14",1606387040407,,,,,,,
58,58,DEV01,19907,B-06-01-01,stroj,A-02-01-03,umisteni,1606387292574,1606387270605,prijem,944,"-21,969","-22,14",1606387270434,,,,,,,
59,59,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606387524802,1606387502479,prijem,944,"-22,323","-22,15",1606387502652,,,,,,,
60,60,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606387771177,1606387748963,prijem,944,"-22,214","-22,14",1606387749037,,,,,,,
61,61,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606387960596,1606387938309,prijem,944,"-22,287","-22,17",1606387938426,,,,,,,
62,62,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388059928,1606388037638,prijem,944,"-22,29","-22,27",1606388037658,,,,,,,
63,63,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388157142,1606388134839,prijem,944,"-22,303","-22,27",1606388134872,,,,,,,
64,64,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388258067,1606388235779,prijem,944,"-22,288","-22,27",1606388235797,,,,,,,
65,65,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388352366,1606388330039,prijem,944,"-22,327","-22,27",1606388330096,,,,,,,
66,66,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388452998,1606388430699,prijem,944,"-22,299","-22,29",1606388430708,,,,,,,
67,67,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388567044,1606388544744,prijem,944,"-22,3","-22,29",1606388544754,,,,,,,
68,68,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388681335,1606388659014,prijem,944,"-22,321","-22,28",1606388659055,,,,,,,
69,69,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388781104,1606388758839,prijem,944,"-22,265","-22,28",1606388758824,,,,,,,
70,70,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388880308,1606388858023,prijem,944,"-22,285","-22,28",1606388858028,,,,,,,
71,71,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606388975003,1606388952719,prijem,944,"-22,284","-21,82",1606388953183,,,,,,,
72,72,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389075208,1606389052927,prijem,944,"-22,281","-21,82",1606389053388,,,,,,,
73,73,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389175936,1606389153676,prijem,944,"-22,26","-21,81",1606389154126,,,,,,,
74,74,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389293085,1606389270803,prijem,944,"-22,282","-21,81",1606389271275,,,,,,,
75,75,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389406467,1606389384289,prijem,944,"-22,178","-21,81",1606389384657,,,,,,,
76,76,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389519579,1606389497286,prijem,944,"-22,293","-21,8",1606389497779,,,,,,,
77,77,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389609751,1606389587473,prijem,944,"-22,278","-21,8",1606389587951,,,,,,,
78,78,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389712464,1606389697150,prijem,944,"-15,314","-21,8",1606389690664,,,,,,,
79,79,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389812580,1606389790308,prijem,944,"-22,272","-21,74",1606389790840,,,,,,,
80,80,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606389926797,1606389904487,prijem,944,"-22,31","-21,71",1606389905087,,,,,,,
81,81,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606390226600,1606390204351,prijem,944,"-22,249","-21,44",1606390205160,,,,,,,
82,82,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606390368277,1606390346011,prijem,944,"-22,266","-21,43",1606390346847,,,,,,,
83,83,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391155066,1606391132831,prijem,944,"-22,235","-21,39",1606391133676,,,,,,,
84,84,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391412279,1606391390020,prijem,944,"-22,259","-21,39",1606391390889,,,,,,,
85,85,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391512939,1606391490645,prijem,944,"-22,294","-21,38",1606391491559,,,,,,,
86,86,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391624854,1606391603579,prijem,944,"-21,275","-21,84",1606391603014,,,,,,,
87,87,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391727903,1606391706066,prijem,944,"-21,837","-21,83",1606391706073,,,,,,,
88,88,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606391837084,1606391818806,prijem,944,"-18,278","-21,62",1606391815464,,,,,,,
89,89,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606392648705,1606392626617,prijem,944,"-22,088","-21,62",1606392627085,,,,,,,
90,90,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606392755403,1606392733753,prijem,944,"-21,65","-21,58",1606392733823,,,,,,,
91,91,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606392861850,1606392839663,prijem,944,"-22,187","-21,58",1606392840270,,,,,,,
92,92,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393527490,1606393505257,prijem,944,"-22,233","-21,56",1606393505930,,,,,,,
93,93,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393635025,1606393612895,prijem,944,"-22,13","-21,55",1606393613475,,,,,,,
94,94,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393747250,1606393725118,prijem,944,"-22,132","-21,6",1606393725650,,,,,,,
95,95,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606393854689,1606393835544,prijem,944,"-19,145","-21,63",1606393833059,,,,,,,
96,96,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606394091769,1606394069548,prijem,944,"-22,221","-21,88",1606394069889,,,,,,,
97,97,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606394482973,1606394461196,prijem,944,"-21,777","-21,89",1606394461083,,,,,,,
98,98,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395433774,1606395411625,prijem,944,"-22,149","-21,93",1606395411844,,,,,,,
99,99,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395597712,1606395575766,prijem,944,"-21,946","-21,93",1606395575782,,,,,,,
100,100,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395731073,1606395708852,prijem,944,"-22,221","-21,93",1606395709143,,,,,,,
101,101,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395831000,1606395808959,prijem,944,"-22,041","-21,93",1606395809070,,,,,,,
102,102,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606395958615,1606395936426,prijem,944,"-22,189","-21,94",1606395936675,,,,,,,
103,103,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396073348,1606396051204,prijem,944,"-22,144","-22,14",1606396051208,,,,,,,
104,104,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396187603,1606396165376,prijem,944,"-22,227","-22,13",1606396165473,,,,,,,
105,105,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396292515,1606396270292,prijem,944,"-22,223","-21,95",1606396270565,,,,,,,
106,106,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396399285,1606396377104,prijem,944,"-22,181","-21,95",1606396377335,,,,,,,
107,107,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606396951653,1606396929433,prijem,944,"-22,22","-21,77",1606396929883,,,,,,,
108,108,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397078217,1606397056019,prijem,944,"-22,198","-21,73",1606397056487,,,,,,,
109,109,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397169643,1606397147446,prijem,944,"-22,197","-21,71",1606397147933,,,,,,,
110,110,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397283210,1606397261033,prijem,944,"-22,177","-21,69",1606397261520,,,,,,,
111,111,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397417147,1606397395143,prijem,944,"-22,004","-21,57",1606397395577,,,,,,,
112,112,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397518639,1606397499469,prijem,944,"-19,17","-21,53",1606397497109,,,,,,,
113,113,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397631466,1606397609289,prijem,944,"-22,177","-21,5",1606397609966,,,,,,,
114,114,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606397749134,1606397729928,prijem,944,"-19,206","-21,36",1606397727774,,,,,,,
115,115,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458211120,1606458189530,prijem,932,"-21,59","-21,33",1606458189790,,,,,,,
116,116,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458407567,1606458385790,prijem,932,"-21,777","-21,23",1606458386337,,,,,,,
117,117,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458839761,1606458817931,prijem,932,"-21,83","-21,17",1606458818591,,,,,,,
118,118,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458912323,1606458891905,prijem,932,"-20,418","-21,15",1606458891173,,,,,,,
119,119,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606458996468,1606458974885,prijem,932,"-21,583","-21,12",1606458975348,,,,,,,
120,120,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459088636,1606459066820,prijem,932,"-21,816","-21,24",1606459067396,,,,,,,
121,121,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459214324,1606459194271,prijem,932,"-20,053","-21,21",1606459193114,,,,,,,
122,122,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459284919,1606459263146,prijem,932,"-21,773","-21,36",1606459263559,,,,,,,
123,123,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459379307,1606459358616,prijem,932,"-20,691","-21,37",1606459357937,,,,,,,
124,124,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459466016,1606459444671,prijem,932,"-21,345","-21,35",1606459444666,,,,,,,
125,125,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459567554,1606459545776,prijem,932,"-21,778","-21,33",1606459546224,,,,,,,
126,126,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606459935562,1606459913987,prijem,932,"-21,575","-21,41",1606459914152,,,,,,,
127,127,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460029362,1606460008391,prijem,932,"-20,971","-21,42",1606460007942,,,,,,,
128,128,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460110748,1606460088994,prijem,932,"-21,754","-21,41",1606460089338,,,,,,,
129,129,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460200552,1606460179129,prijem,932,"-21,423","-21,52",1606460179032,,,,,,,
130,130,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460379849,1606460358126,prijem,932,"-21,723","-21,51",1606460358339,,,,,,,
131,131,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460482186,1606460460598,prijem,932,"-21,588","-21,57",1606460460616,,,,,,,
132,132,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460699410,1606460678017,prijem,932,"-21,393","-21,6",1606460677810,,,,,,,
133,133,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460817840,1606460796147,prijem,932,"-21,693","-21,59",1606460796250,,,,,,,
134,134,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606460921749,1606460900083,prijem,932,"-21,666","-21,6",1606460900149,,,,,,,
135,135,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461267675,1606461245919,prijem,932,"-21,756","-21,64",1606461246035,,,,,,,
136,136,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461626716,1606461605049,prijem,932,"-21,667","-21,44",1606461605276,,,,,,,
137,137,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461726437,1606461704789,prijem,932,"-21,648","-21,45",1606461704987,,,,,,,
138,138,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461900462,1606461878855,prijem,932,"-21,607","-21,45",1606461879012,,,,,,,
139,139,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606461996544,1606461974752,prijem,932,"-21,792","-21,46",1606461975084,,,,,,,
140,140,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462094742,1606462073188,prijem,932,"-21,554","-21,48",1606462073262,,,,,,,
141,141,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462528398,1606462506692,prijem,932,"-21,706","-21,46",1606462506938,,,,,,,
142,142,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462775435,1606462753834,prijem,932,"-21,601","-21,46",1606462753975,,,,,,,
143,143,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606462848915,1606462830189,prijem,932,"-18,726","-21,46",1606462827455,,,,,,,
144,144,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463007423,1606462985765,prijem,932,"-21,658","-21,46",1606462985963,,,,,,,
145,145,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463426165,1606463404516,prijem,932,"-21,649","-21,44",1606463404725,,,,,,,
146,146,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463602165,1606463580421,prijem,932,"-21,744","-21,45",1606463580715,,,,,,,
147,147,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463894263,1606463872587,prijem,932,"-21,676","-21,35",1606463872913,,,,,,,
148,148,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606463983677,1606463962249,prijem,932,"-21,428","-21,35",1606463962327,,,,,,,
149,149,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606464094953,1606464073273,prijem,932,"-21,68","-21,29",1606464073663,,,,,,,
150,150,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606464524271,1606464502526,prijem,932,"-21,745","-21,29",1606464502981,,,,,,,
151,151,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606464617070,1606464595416,prijem,932,"-21,654","-21,49",1606464595580,,,,,,,
152,152,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465342643,1606465321335,prijem,932,"-21,308","-21,49",1606465321153,,,,,,,
153,153,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465424960,1606465403175,prijem,932,"-21,785","-21,49",1606465403470,,,,,,,
154,154,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465496144,1606465475750,prijem,932,"-20,394","-21,48",1606465474664,,,,,,,
155,155,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465604104,1606465582593,prijem,932,"-21,511","-21,47",1606465582634,,,,,,,
156,156,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606465701823,1606465681100,prijem,932,"-20,723","-21,47",1606465680353,,,,,,,
157,157,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466010770,1606465989083,prijem,932,"-21,687","-21,45",1606465989320,,,,,,,
158,158,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466226079,1606466204327,prijem,932,"-21,752","-21,44",1606466204639,,,,,,,
159,159,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466824187,1606466802544,prijem,932,"-21,643","-21,42",1606466802767,,,,,,,
160,160,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466899672,1606466878036,prijem,932,"-21,636","-21,44",1606466878232,,,,,,,
161,161,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606466968388,1606466946736,prijem,932,"-21,652","-21,41",1606466946978,,,,,,,
162,162,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467043499,1606467022005,prijem,932,"-21,494","-21,47",1606467022029,,,,,,,
163,163,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467422591,1606467401164,prijem,932,"-21,427","-21,47",1606467401121,,,,,,,
164,164,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467498632,1606467477247,prijem,932,"-21,385","-21,53",1606467477102,,,,,,,
165,165,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606467581341,1606467559840,prijem,932,"-21,501","-21,53",1606467559811,,,,,,,
166,166,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468322648,1606468301239,prijem,932,"-21,409","-21,52",1606468301128,,,,,,,
167,167,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468377855,1606468356290,prijem,932,"-21,565","-21,47",1606468356385,,,,,,,
168,168,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468762003,1606468740640,prijem,932,"-21,363","-21,48",1606468740523,,,,,,,
169,169,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468856373,1606468835011,prijem,932,"-21,362","-21,48",1606468834893,,,,,,,
170,170,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606468996144,1606468974700,prijem,932,"-21,444","-21,5",1606468974644,,,,,,,
171,171,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469047505,1606469025862,prijem,932,"-21,643","-21,51",1606469025995,,,,,,,
172,172,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469161930,1606469140300,prijem,932,"-21,63","-21,5",1606469140430,,,,,,,
173,173,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469215839,1606469194211,prijem,932,"-21,628","-21,51",1606469194329,,,,,,,
174,174,DEV01,19907,B-06-01-01,stroj,B-01-01-10,umisteni,1606469420482,1606469399501,prijem,932,"-20,981","-21,5",1606469398982,,,,,,,
