,Unnamed: 0,zarizeni,uzivatel,lokace_pred,lokace_pred_typ,lokace_po,lokace_po_typ,cas_klient,cas_server,typ_operace,vyrobek,t_diff,corr_t_diff,cas_real,jizda,prev_vykladka_dt,next_nakladka_dt,prev_nakladka_dt,next_vykladka_dt,next_nakladka_vzdalenost,prev_nakladka_vzdalenost
338,338,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606791603528,1606791356953,prijem,932,"-246,575","-246,4",1606791357128,,,,,,,
339,339,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606792004342,1606791757836,prijem,932,"-246,506","-246,38",1606791757962,,,,,,,
340,340,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606792075880,1606791829431,prijem,932,"-246,449","-246,38",1606791829500,,,,,,,
341,341,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606792173781,1606791928681,prijem,932,"-245,1","-246,38",1606791927401,,,,,,,
342,342,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606792544889,1606792298450,prijem,932,"-246,439","-246,32",1606792298569,,,,,,,
343,343,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606792752415,1606792506029,prijem,932,"-246,386","-246,32",1606792506095,,,,,,,
344,344,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606792820918,1606792574534,prijem,932,"-246,384","-246,29",1606792574628,,,,,,,
345,345,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606793035889,1606792789441,prijem,932,"-246,448","-246,27",1606792789619,,,,,,,
346,346,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606793291735,1606793045335,prijem,932,"-246,4","-246,26",1606793045475,,,,,,,
347,347,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606793395043,1606793148636,prijem,932,"-246,407","-246,25",1606793148793,,,,,,,
348,348,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606793668413,1606793421917,prijem,932,"-246,496","-246,25",1606793422163,,,,,,,
349,349,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606793716058,1606793470426,prijem,932,"-245,632","-246,35",1606793469708,,,,,,,
350,350,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606793796271,1606793549827,prijem,932,"-246,444","-246,34",1606793549931,,,,,,,
351,351,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606794167956,1606793921863,prijem,932,"-246,093","-246,35",1606793921606,,,,,,,
352,352,DEV01,19907,B-06-01-01,stroj,B-01-01-04,umisteni,1606794263815,1606794017456,prijem,932,"-246,359","-246,35",1606794017465,,,,,,,
353,353,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606794630361,1606794383952,prijem,932,"-246,409","-246,29",1606794384071,,,,,,,
354,354,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606795039206,1606794792837,prijem,932,"-246,369","-246,29",1606794792916,,,,,,,
355,355,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606795198443,1606794952046,prijem,932,"-246,397","-246,29",1606794952153,,,,,,,
356,356,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606795201203,1606794954600,prijem,932,"-246,603","-246,29",1606794954913,,,,,,,
357,357,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606795391126,1606795144801,prijem,932,"-246,325","-246,35",1606795144776,,,,,,,
358,358,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606795860179,1606795613703,prijem,932,"-246,476","-246,25",1606795613929,,,,,,,
359,359,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606796312654,1606796066214,prijem,932,"-246,44","-246,26",1606796066394,,,,,,,
360,360,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606796398611,1606796153157,prijem,932,"-245,454","-246,26",1606796152351,,,,,,,
361,361,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606796463925,1606796217491,prijem,932,"-246,434","-246,27",1606796217655,,,,,,,
362,362,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606796640116,1606796393656,prijem,932,"-246,46","-246,27",1606796393846,,,,,,,
363,363,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606796941853,1606796695325,prijem,932,"-246,528","-246,27",1606796695583,,,,,,,
364,364,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606796977089,1606796730564,prijem,932,"-246,525","-246,26",1606796730829,,,,,,,
365,365,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606797278094,1606797033168,prijem,932,"-244,926","-246,27",1606797031824,,,,,,,
366,366,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606797744669,1606797498452,prijem,932,"-246,217","-246,21",1606797498459,,,,,,,
367,367,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606797793146,1606797546749,prijem,932,"-246,397","-246,18",1606797546966,,,,,,,
368,368,DEV01,19907,B-06-01-01,stroj,B-01-01-07,umisteni,1606798211504,1606797965048,prijem,932,"-246,456","-246,2",1606797965304,,,,,,,
369,369,DEV01,19907,B-06-01-01,stroj,B-01-01-03,umisteni,1606798291616,1606798045162,prijem,932,"-246,454","-246,2",1606798045416,,,,,,,
370,370,DEV01,19907,B-06-01-01,stroj,B-01-01-03,umisteni,1606798364221,1606798117848,prijem,932,"-246,373","-246,14",1606798118081,,,,,,,
371,371,DEV01,19907,B-06-01-01,stroj,B-01-01-03,umisteni,1606799127295,1606798880835,prijem,932,"-246,46","-246,06",1606798881235,,,,,,,
372,372,DEV01,19907,B-06-01-01,stroj,B-01-01-03,umisteni,1606799166393,1606798919928,prijem,932,"-246,465","-246,06",1606798920333,,,,,,,
373,373,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606799324082,1606799078587,prijem,932,"-245,495","-246,16",1606799077922,,,,,,,
374,374,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606799429243,1606799183117,prijem,932,"-246,126","-246,17",1606799183073,,,,,,,
375,375,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606799595320,1606799349581,prijem,932,"-245,739","-246,14",1606799349180,,,,,,,
376,376,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606799690941,1606799444541,prijem,932,"-246,4","-246,14",1606799444801,,,,,,,
377,377,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606799878619,1606799633127,prijem,932,"-245,492","-246,13",1606799632489,,,,,,,
378,378,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606800090673,1606799845232,prijem,932,"-245,441","-246,13",1606799844543,,,,,,,
379,379,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606800230497,1606799984038,prijem,932,"-246,459","-246,13",1606799984367,,,,,,,
380,380,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606800367727,1606800121332,prijem,932,"-246,395","-246,09",1606800121637,,,,,,,
381,381,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606800525530,1606800279088,prijem,932,"-246,442","-246,11",1606800279420,,,,,,,
382,382,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606800845040,1606800599071,prijem,932,"-245,969","-246,08",1606800598960,,,,,,,
383,383,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606800989374,1606800742925,prijem,932,"-246,449","-246,13",1606800743244,,,,,,,
384,384,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606801133019,1606800886831,prijem,932,"-246,188","-246,1",1606800886919,,,,,,,
385,385,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606801419696,1606801173308,prijem,932,"-246,388","-246,09",1606801173606,,,,,,,
386,386,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606801840229,1606801593769,prijem,932,"-246,46","-246,13",1606801594099,,,,,,,
387,387,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606801957201,1606801711295,prijem,932,"-245,906","-246,11",1606801711091,,,,,,,
388,388,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606802081847,1606801836013,prijem,932,"-245,834","-246,09",1606801835757,,,,,,,
389,389,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606802211781,1606801966159,prijem,932,"-245,622","-246,05",1606801965731,,,,,,,
390,390,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606802356103,1606802109606,prijem,932,"-246,497","-246,06",1606802110043,,,,,,,
391,391,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606860274862,1606860028927,prijem,932,"-245,935","-246,02",1606860028842,,,,,,,
392,392,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606860293563,1606860048225,prijem,932,"-245,338",-246,1606860047563,,,,,,,
393,393,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606862320164,1606862254251,prijem,932,"-65,913","-66,08",1606862254084,,,,,,,
394,394,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606862532903,1606862466805,prijem,932,"-66,098","-66,1",1606862466803,,,,,,,
395,395,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606862608465,1606862542280,prijem,932,"-66,185","-66,11",1606862542355,,,,,,,
396,396,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606862749315,1606862683210,prijem,932,"-66,105","-66,12",1606862683195,,,,,,,
397,397,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863109693,1606863043781,prijem,932,"-65,912","-66,09",1606863043603,,,,,,,
398,398,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863295602,1606863229373,prijem,932,"-66,229","-66,1",1606863229502,,,,,,,
399,399,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863391921,1606863325700,prijem,932,"-66,221","-66,08",1606863325841,,,,,,,
400,400,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863475779,1606863409811,prijem,932,"-65,968","-66,09",1606863409689,,,,,,,
401,401,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863565804,1606863499504,prijem,932,"-66,3","-66,11",1606863499694,,,,,,,
402,402,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863642143,1606863575996,prijem,932,"-66,147","-66,11",1606863576033,,,,,,,
403,403,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863725543,1606863659256,prijem,932,"-66,287","-66,11",1606863659433,,,,,,,
404,404,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863837481,1606863771768,prijem,932,"-65,713","-66,11",1606863771371,,,,,,,
405,405,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863909663,1606863843442,prijem,932,"-66,221","-66,13",1606863843533,,,,,,,
406,406,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606863991718,1606863925881,prijem,932,"-65,837","-66,12",1606863925598,,,,,,,
407,407,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864062468,1606863996259,prijem,932,"-66,209","-66,12",1606863996348,,,,,,,
408,408,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864182322,1606864116136,prijem,932,"-66,186","-66,13",1606864116192,,,,,,,
409,409,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864283701,1606864217522,prijem,932,"-66,179","-66,12",1606864217581,,,,,,,
410,410,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864369320,1606864303174,prijem,932,"-66,146","-66,12",1606864303200,,,,,,,
411,411,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864726514,1606864660348,prijem,932,"-66,166","-66,11",1606864660404,,,,,,,
412,412,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864821797,1606864755592,prijem,932,"-66,205","-66,14",1606864755657,,,,,,,
413,413,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606864904551,1606864838560,prijem,932,"-65,991","-66,14",1606864838411,,,,,,,
414,414,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606865006038,1606864939825,prijem,932,"-66,213","-66,16",1606864939878,,,,,,,
415,415,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606865602625,1606865536545,prijem,932,"-66,08","-66,1",1606865536525,,,,,,,
416,416,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606865704045,1606865637859,prijem,932,"-66,186","-66,1",1606865637945,,,,,,,
417,417,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606865800884,1606865734774,prijem,932,"-66,11","-66,08",1606865734804,,,,,,,
418,418,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606865882596,1606865816367,prijem,932,"-66,229","-66,07",1606865816526,,,,,,,
419,419,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606865985131,1606865918940,prijem,932,"-66,191","-66,06",1606865919071,,,,,,,
420,420,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606866077225,1606866011019,prijem,932,"-66,206","-66,06",1606866011165,,,,,,,
421,421,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606866163451,1606866097394,prijem,932,"-66,057","-66,04",1606866097411,,,,,,,
422,422,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606866305513,1606866240220,prijem,932,"-65,293","-66,03",1606866239483,,,,,,,
423,423,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606866723384,1606866657189,prijem,932,"-66,195","-66,04",1606866657344,,,,,,,
424,424,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606867285381,1606867219471,prijem,932,"-65,91","-66,03",1606867219351,,,,,,,
425,425,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606867527613,1606867461584,prijem,932,"-66,029","-66,02",1606867461593,,,,,,,
426,426,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606867616478,1606867550450,prijem,932,"-66,028","-66,02",1606867550458,,,,,,,
427,427,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606867693216,1606867627030,prijem,932,"-66,186","-66,01",1606867627206,,,,,,,
428,428,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606867763636,1606867697876,prijem,932,"-65,76","-66,01",1606867697626,,,,,,,
429,429,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606869941673,1606869875619,prijem,932,"-66,054",-66,1606869875673,,,,,,,
430,430,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870041103,1606869974995,prijem,932,"-66,108","-66,06",1606869975043,,,,,,,
431,431,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870142133,1606870076023,prijem,932,"-66,11","-66,05",1606870076083,,,,,,,
432,432,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870228178,1606870162165,prijem,932,"-66,013","-66,07",1606870162108,,,,,,,
433,433,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870465444,1606870399274,prijem,932,"-66,17","-66,07",1606870399374,,,,,,,
434,434,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870541627,1606870475567,prijem,932,"-66,06","-66,08",1606870475547,,,,,,,
435,435,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870634737,1606870568516,prijem,932,"-66,221","-66,07",1606870568667,,,,,,,
436,436,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870693093,1606870627248,prijem,932,"-65,845","-66,08",1606870627013,,,,,,,
437,437,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870770654,1606870704464,prijem,932,"-66,19","-66,08",1606870704574,,,,,,,
438,438,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870851206,1606870785072,prijem,932,"-66,134","-66,08",1606870785126,,,,,,,
439,439,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606870959700,1606870893555,prijem,932,"-66,145","-66,05",1606870893650,,,,,,,
440,440,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871179966,1606871113889,prijem,932,"-66,077","-66,06",1606871113906,,,,,,,
441,441,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871333364,1606871267229,prijem,932,"-66,135","-66,06",1606871267304,,,,,,,
442,442,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871475687,1606871409621,prijem,932,"-66,066","-66,06",1606871409627,,,,,,,
443,443,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871561244,1606871495385,prijem,932,"-65,859","-66,05",1606871495194,,,,,,,
444,444,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871639076,1606871573022,prijem,932,"-66,054","-66,06",1606871573016,,,,,,,
445,445,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871731575,1606871665506,prijem,932,"-66,069","-65,83",1606871665745,,,,,,,
446,446,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606871830928,1606871765221,prijem,932,"-65,707","-65,83",1606871765098,,,,,,,
447,447,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872062088,1606871995932,prijem,932,"-66,156","-65,83",1606871996258,,,,,,,
448,448,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872161942,1606872095791,prijem,932,"-66,151","-65,83",1606872096112,,,,,,,
449,449,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872229147,1606872163093,prijem,932,"-66,054","-65,82",1606872163327,,,,,,,
450,450,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872374663,1606872308506,prijem,932,"-66,157","-65,82",1606872308843,,,,,,,
451,451,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872596684,1606872530694,prijem,932,"-65,99","-65,84",1606872530844,,,,,,,
452,452,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872677363,1606872614688,prijem,932,"-62,675","-65,84",1606872611523,,,,,,,
453,453,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606872877399,1606872811277,prijem,932,"-66,122","-65,83",1606872811569,,,,,,,
454,454,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606873025673,1606872959513,prijem,932,"-66,16","-65,85",1606872959823,,,,,,,
455,455,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606873486235,1606873420185,prijem,932,"-66,05","-65,84",1606873420395,,,,,,,
456,456,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606873616371,1606873550318,prijem,932,"-66,053","-65,83",1606873550541,,,,,,,
457,457,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606873810699,1606873744629,prijem,932,"-66,07","-65,77",1606873744929,,,,,,,
458,458,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606874634383,1606874568272,prijem,932,"-66,111","-65,76",1606874568623,,,,,,,
459,459,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606874679006,1606874612966,prijem,932,"-66,04","-65,73",1606874613276,,,,,,,
460,460,DEV01,19907,B-06-01-01,stroj,B-01-01-12,umisteni,1606874748954,1606874683037,prijem,932,"-65,917","-65,94",1606874683014,,,,,,,
461,461,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606874920980,1606874854987,prijem,932,"-65,993","-65,94",1606874855040,,,,,,,
462,462,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606875048287,1606874982254,prijem,932,"-66,033","-65,93",1606874982357,,,,,,,
463,463,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606876966320,1606876900227,prijem,932,"-66,093","-65,85",1606876900470,,,,,,,
464,464,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877073463,1606877008313,prijem,932,"-65,15","-65,85",1606877007613,,,,,,,
465,465,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877176940,1606877110935,prijem,932,"-66,005","-65,84",1606877111100,,,,,,,
466,466,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877281535,1606877215997,prijem,932,"-65,538","-65,83",1606877215705,,,,,,,
467,467,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877371613,1606877305860,prijem,932,"-65,753","-65,82",1606877305793,,,,,,,
468,468,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877465915,1606877399822,prijem,932,"-66,093","-65,82",1606877400095,,,,,,,
469,469,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877651221,1606877585238,prijem,932,"-65,983","-65,8",1606877585421,,,,,,,
470,470,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877757282,1606877692397,prijem,932,"-64,885","-65,68",1606877691602,,,,,,,
471,471,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877862121,1606877796066,prijem,932,"-66,055","-65,68",1606877796441,,,,,,,
472,472,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606877964090,1606877898104,prijem,932,"-65,986","-65,73",1606877898360,,,,,,,
473,473,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878072009,1606878006023,prijem,932,"-65,986","-65,66",1606878006349,,,,,,,
474,474,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878183933,1606878118103,prijem,932,"-65,83","-65,69",1606878118243,,,,,,,
475,475,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878283933,1606878217961,prijem,932,"-65,972","-65,71",1606878218223,,,,,,,
476,476,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878367698,1606878302084,prijem,932,"-65,614","-65,71",1606878301988,,,,,,,
477,477,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878442862,1606878378664,prijem,932,"-64,198","-65,72",1606878377142,,,,,,,
478,478,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878550876,1606878484787,prijem,932,"-66,089","-65,8",1606878485076,,,,,,,
479,479,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878667869,1606878601924,prijem,932,"-65,945","-65,79",1606878602079,,,,,,,
480,480,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878780017,1606878715006,prijem,932,"-65,011","-65,8",1606878714217,,,,,,,
481,481,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606878884424,1606878818506,prijem,932,"-65,918","-65,8",1606878818624,,,,,,,
482,482,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606879002013,1606878935906,prijem,932,"-66,107","-65,81",1606878936203,,,,,,,
483,483,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606879201648,1606879135528,prijem,932,"-66,12","-65,81",1606879135838,,,,,,,
484,484,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606879320027,1606879253937,prijem,932,"-66,09","-65,83",1606879254197,,,,,,,
485,485,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606879787840,1606879721808,prijem,932,"-66,032","-65,89",1606879721950,,,,,,,
486,486,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606879996437,1606879930445,prijem,932,"-65,992","-65,88",1606879930557,,,,,,,
487,487,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606880116374,1606880050329,prijem,932,"-66,045","-65,86",1606880050514,,,,,,,
488,488,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606880470197,1606880404177,prijem,932,"-66,02","-65,93",1606880404267,,,,,,,
489,489,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606880677664,1606880611656,prijem,932,"-66,008","-65,93",1606880611734,,,,,,,
490,490,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606880792223,1606880726258,prijem,932,"-65,965","-65,71",1606880726513,,,,,,,
491,491,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606881173462,1606881107481,prijem,932,"-65,981","-65,69",1606881107772,,,,,,,
492,492,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606881288468,1606881223419,prijem,932,"-65,049","-65,61",1606881222858,,,,,,,
493,493,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606881390514,1606881324542,prijem,932,"-65,972","-65,61",1606881324904,,,,,,,
494,494,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606881496938,1606881431278,prijem,932,"-65,66","-65,61",1606881431328,,,,,,,
495,495,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606881861805,1606881795776,prijem,932,"-66,029","-65,6",1606881796205,,,,,,,
496,496,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606881972198,1606881906273,prijem,932,"-65,925","-65,59",1606881906608,,,,,,,
497,497,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606882481045,1606882418356,prijem,932,"-62,689","-65,58",1606882415465,,,,,,,
498,498,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606882587573,1606882521724,prijem,932,"-65,849","-65,58",1606882521993,,,,,,,
499,499,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606882691176,1606882626231,prijem,932,"-64,945","-65,56",1606882625616,,,,,,,
500,500,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606882805051,1606882739067,prijem,932,"-65,984","-65,63",1606882739421,,,,,,,
501,501,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606882990934,1606882924920,prijem,932,"-66,014","-65,63",1606882925304,,,,,,,
502,502,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606883101216,1606883035281,prijem,932,"-65,935","-65,65",1606883035566,,,,,,,
503,503,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606883511624,1606883445741,prijem,932,"-65,883","-65,65",1606883445974,,,,,,,
504,504,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606883665298,1606883599415,prijem,932,"-65,883","-65,59",1606883599708,,,,,,,
505,505,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606883781128,1606883715200,prijem,932,"-65,928","-65,8",1606883715328,,,,,,,
506,506,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606883912108,1606883846401,prijem,932,"-65,707","-65,81",1606883846298,,,,,,,
507,507,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606884019010,1606883952987,prijem,932,"-66,023","-65,71",1606883953300,,,,,,,
508,508,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606884445779,1606884379841,prijem,932,"-65,938","-65,7",1606884380079,,,,,,,
509,509,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606884546393,1606884480372,prijem,932,"-66,021","-65,7",1606884480693,,,,,,,
510,510,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606884656562,1606884590607,prijem,932,"-65,955","-65,64",1606884590922,,,,,,,
511,511,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606884887636,1606884822592,prijem,932,"-65,044","-65,63",1606884822006,,,,,,,
512,512,DEV01,19907,B-06-01-01,stroj,A-01-03-01,umisteni,1606885074920,1606885008982,prijem,932,"-65,938","-65,63",1606885009290,,,,,,,
